cluster	rank	gene	score	logfoldchange	pval	pval_adj
2	14	SARAF	32.019287109375	1.2376694679260254	5.877472359305153e-225	1.0648412589098455e-221
2	15	DUSP1	31.97627067565918	2.0561184883117676	2.3312057957023e-224	3.9595530440003564e-221
2	16	BIRC3	31.67337989807129	2.670889377593994	3.614568174087436e-220	5.778206158764716e-217
2	17	CD3E	31.274822235107422	1.9470561742782593	1.0266546044705116e-214	1.5500203072828124e-211
2	18	SLC2A3	31.067556381225586	1.9027451276779175	6.60958404020122e-212	9.45379241455307e-209
2	19	EIF1	30.917482376098633	0.7023455500602722	6.954097090466792e-210	9.449227126526276e-207
2	20	HSPA8	30.6407470703125	1.1581082344055176	3.5101383128290747e-206	4.542453275687759e-203
3	1	DUSP2	46.54987716674805	3.5013427734375	0.0	0.0
3	2	CD8A	46.5347785949707	3.700507640838623	0.0	0.0
3	3	NR4A2	45.619972229003906	3.3874552249908447	0.0	0.0
3	4	CD69	44.897098541259766	3.0708463191986084	0.0	0.0
3	5	CCL5	44.78379440307617	3.8461766242980957	0.0	0.0
3	6	TNFAIP3	43.80911636352539	3.2044308185577393	0.0	0.0
3	7	DNAJB1	41.549102783203125	2.7045645713806152	0.0	0.0
3	8	CXCR4	40.9395866394043	2.7391269207000732	0.0	0.0
3	9	CD3D	38.44837951660156	2.2075791358947754	0.0	0.0
3	10	CCL4	37.550025939941406	3.0814950466156006	1.4074526466023086e-308	3.8248933124064336e-305
3	11	ZFP36	37.01488494873047	1.9805456399917603	6.598674489219257e-300	1.6302325265365683e-296
3	12	CD8B	36.79417419433594	2.956230401992798	2.2879690572444319e-296	5.181487258306224e-293
3	13	CST7	36.5040283203125	2.4005391597747803	9.57147651513331e-292	2.0008803521174064e-288
3	14	GZMA	36.21225357055664	2.5859110355377197	3.905177375064364e-287	7.580507167482082e-284
3	15	JUNB	36.181724548339844	2.104292392730713	1.1801598288163172e-286	2.1381349005274824e-283
3	16	RGS1	35.51479721069336	2.9301602840423584	2.9052612773768136e-276	4.934586279624518e-273
3	17	SRSF7	35.489112854003906	1.7333844900131226	7.235828647308245e-276	1.1567110548191112e-272
3	18	CD3E	34.64814376831055	2.075448751449585	4.7639206522415546e-263	7.192461535850915e-260
3	19	ZFP36L2	34.17102813720703	1.6877583265304565	6.515784842614209e-256	9.319629941204408e-253
3	20	BTG1	33.32749938964844	1.4676131010055542	1.543339189059749e-243	2.097089290094387e-240
4	1	CTSB	60.754642486572266	5.671444416046143	0.0	0.0
4	2	FTL	60.51012420654297	4.712378025054932	0.0	0.0
4	3	PSAP	59.9520263671875	4.7033491134643555	0.0	0.0
4	4	CD68	58.68855285644531	5.391427993774414	0.0	0.0
4	5	CTSL	58.38776779174805	5.970336437225342	0.0	0.0
4	6	GLUL	57.662254333496094	5.048892021179199	0.0	0.0
4	7	C1QC	56.76811218261719	7.464599609375	0.0	0.0
4	8	C1QA	56.58275604248047	7.186249732971191	0.0	0.0
4	9	CTSD	56.28038787841797	4.772983074188232	0.0	0.0
4	10	FCGRT	55.90119552612305	4.514625549316406	0.0	0.0
4	11	C1QB	55.748992919921875	7.4583516120910645	0.0	0.0
4	12	FABP5	55.425743103027344	5.050567150115967	0.0	0.0
4	13	APOC1	55.393699645996094	7.252995491027832	0.0	0.0
4	14	APOE	54.98899459838867	7.802961826324463	0.0	0.0
4	15	FTH1	54.924495697021484	3.224442958831787	0.0	0.0
4	16	NPC2	54.74842071533203	3.9705073833465576	0.0	0.0
4	17	CD14	54.45100784301758	5.216607570648193	0.0	0.0
4	18	DAB2	54.23219299316406	5.800274848937988	0.0	0.0
4	19	CTSZ	54.16545104980469	4.330118656158447	0.0	0.0
4	20	MAFB	53.947471618652344	5.117731094360352	0.0	0.0
5	1	CST3	54.86332702636719	6.156375408172607	0.0	0.0
5	2	AIF1	49.25856399536133	4.526512145996094	0.0	0.0
5	3	TYROBP	46.955841064453125	4.183425426483154	0.0	0.0
5	4	LYZ	46.78392791748047	4.447151184082031	0.0	0.0
5	5	FTL	46.56296157836914	2.9541118144989014	0.0	0.0
5	6	LST1	46.32612991333008	3.9981093406677246	0.0	0.0
5	7	CD74	46.16923141479492	3.2352869510650635	0.0	0.0
5	8	SERPINA1	45.86837387084961	4.522263050079346	0.0	0.0
5	9	HLA-DRA	45.12203598022461	4.033138751983643	0.0	0.0
5	10	HLA-DRB1	44.94208526611328	3.5384035110473633	0.0	0.0
5	11	TMSB10	44.849910736083984	1.3352067470550537	0.0	0.0
5	12	MS4A6A	44.75163650512695	4.373024940490723	0.0	0.0
5	13	IFI30	44.62404251098633	4.072915554046631	0.0	0.0
5	14	NPC2	44.39034652709961	3.361772060394287	0.0	0.0
5	15	S100A11	43.927093505859375	2.5120601654052734	0.0	0.0
5	16	FCER1G	43.406097412109375	3.661627769470215	0.0	0.0
5	17	IFITM3	42.97254180908203	3.691889762878418	0.0	0.0
5	18	SPI1	42.890602111816406	3.7422797679901123	0.0	0.0
5	19	COTL1	42.41827392578125	2.484193801879883	0.0	0.0
5	20	HLA-DPA1	42.291748046875	3.119591474533081	0.0	0.0
6	1	NKG7	49.404518127441406	4.588380336761475	0.0	0.0
6	2	CST7	46.109413146972656	3.4913816452026367	0.0	0.0
6	3	CCL4	44.75448989868164	4.646749496459961	0.0	0.0
6	4	GZMB	41.76811599731445	4.2696123123168945	0.0	0.0
6	5	GNLY	41.33218002319336	5.402649402618408	0.0	0.0
6	6	NR4A2	40.32915115356445	3.4658141136169434	0.0	0.0
6	7	PRF1	38.5749626159668	3.1763713359832764	0.0	0.0
6	8	CTSW	37.84751892089844	2.8657097816467285	0.0	0.0
6	9	CD247	36.682186126708984	2.53218936920166	1.404674676267831e-294	4.241493222472731e-291
6	10	FGFBP2	35.91960906982422	4.537468910217285	1.509758165153489e-282	4.102918789621122e-279
6	11	DUSP2	35.4871826171875	2.9842817783355713	7.749301414469311e-276	1.914500138541982e-272
6	12	KLRD1	35.394535064697266	3.569362163543701	2.0721985839242646e-274	4.692839059727151e-271
6	13	GZMA	33.78694534301758	2.7815353870391846	3.067044312787669e-250	6.411538172639821e-247
6	14	GZMH	32.76275634765625	3.1012353897094727	1.998418181686826e-235	3.8792151789657994e-232
6	15	CCL5	32.44985580444336	3.2624781131744385	5.441831504275316e-231	9.859147530679066e-228
6	16	IFITM2	29.89625358581543	1.5448182821273804	2.201263349660514e-196	3.7388457993983826e-193
6	17	IER2	29.848127365112305	1.7850643396377563	9.284222635610104e-196	1.484164907913766e-192
6	18	CD69	29.387271881103516	2.3117752075195312	7.986870711655585e-190	1.2058399914441788e-186
6	19	LITAF	28.591453552246094	1.708601951599121	8.58147609929533e-180	1.2274220761813152e-176
6	20	KLRB1	27.961044311523438	2.5471179485321045	4.839355713005238e-172	6.262587183649064e-169
7	1	JCHAIN	52.65616226196289	11.617976188659668	0.0	0.0
7	2	SSR4	51.874637603759766	3.783205986022949	0.0	0.0
7	3	MZB1	51.434627532958984	8.357946395874023	0.0	0.0
7	4	DERL3	49.462486267089844	8.405282020568848	0.0	0.0
7	5	IGHA1	45.047340393066406	10.101112365722656	0.0	0.0
7	6	CD79A	43.98802947998047	5.287434101104736	0.0	0.0
7	7	SEC11C	43.66248321533203	3.529700517654419	0.0	0.0
7	8	FKBP11	39.25888442993164	3.5757012367248535	0.0	0.0
7	9	HSP90B1	38.49359130859375	2.597944736480713	0.0	0.0
7	10	PRDX4	38.234130859375	3.6977691650390625	0.0	0.0
7	11	FKBP2	38.1915283203125	2.842071771621704	0.0	0.0
7	12	IGLL5	37.779319763183594	8.255637168884277	0.0	0.0
7	13	TNFRSF17	36.116485595703125	7.938279151916504	1.2499999139726414e-285	3.2352378725829053e-283
7	14	SSR3	33.20441436767578	2.337038040161133	9.296801989361408e-242	1.8176251141214794e-239
7	15	IGKC	32.60758590698242	8.06711196899414	3.201995277225106e-233	6.085134521249613e-231
7	16	SPCS1	31.22570037841797	1.8344166278839111	4.7728671727509436e-214	8.106714892917477e-212
