Cluster	category	subcategory	ID	Description	GeneRatio	BgRatio	RichFactor	FoldEnrichment	zScore	pvalue	p.adjust	qvalue	geneID	Count
B/Plasma	Human Diseases	Infectious disease: bacterial	hsa05150	Staphylococcus aureus infection	12/187	81/7622	0.148148148148148	6.03842345018816	7.22951230612705	5.38897217752794e-07	9.00728206815385e-06	9.00728206815384e-06	3122/3115/3117/3112/2213/3127/3119/3123/3109/3111/3113/3108	12
B/Plasma	Organismal Systems	Immune system	hsa04658	Th1 and Th2 cell differentiation	12/187	90/7622	0.133333333333333	5.43458110516934	6.71127444636566	1.72110111531883e-06	2.74593859762231e-05	2.74593859762231e-05	3122/3115/3117/3112/3127/3119/3725/3123/3109/3111/3113/3108	12
B/Plasma	Human Diseases	Immune disease	hsa05340	Primary immunodeficiency	8/187	36/7622	0.222222222222222	9.05763517528223	7.68490899341197	1.8988152179973e-06	2.89775713703066e-05	2.89775713703066e-05	4261/973/115650/29760/958/930/695/23495	8
B/Plasma	Environmental Information Processing	Signaling molecules and interaction	hsa04514	Cell adhesion molecule (CAM) interaction	15/187	152/7622	0.0986842105263158	4.02230509428652	5.96878717599431	4.22780977593046e-06	5.93584492540637e-05	5.93584492540637e-05	3122/3115/3117/3112/3127/6382/3119/3123/3109/3111/3113/958/6402/3108/933	15
B/Plasma	Human Diseases	Infectious disease: viral	hsa05164	Influenza A	15/187	152/7622	0.0986842105263158	4.02230509428652	5.96878717599431	4.22780977593046e-06	5.93584492540637e-05	5.93584492540637e-05	3122/3115/3117/3112/3665/3127/4261/3119/3123/3109/3111/3113/3454/5611/3108	15
B/Plasma	Metabolism	Glycan biosynthesis and metabolism	hsa00510	N-Glycan biosynthesis	9/187	55/7622	0.163636363636364	6.66971317452601	6.69216845257124	6.37740119469239e-06	8.48780035390838e-05	8.48780035390838e-05	3703/1650/58505/8703/746/6184/6185/200185/29880	9
B/Plasma	Metabolism	Glycan biosynthesis and metabolism	hsa00513	Various types of N-glycan biosynthesis	8/187	42/7622	0.19047619047619	7.76368729309906	6.97043466115134	6.52907719531414e-06	8.48780035390838e-05	8.48780035390838e-05	3703/1650/58505/8703/746/6184/6185/200185	8
B/Plasma	Cellular Processes	Transport and catabolism	hsa04145	Phagocytosis	19/187	246/7622	0.0772357723577236	3.14808051823834	5.43117696260024	8.5363065875962e-06	0.000107008700437367	0.000107008700437367	3122/3115/8417/3117/3112/2213/3127/3119/3123/23480/6850/3109/29927/653361/3111/3113/10952/3108/84329	19
B/Plasma	Human Diseases	Infectious disease: bacterial	hsa05152	Tuberculosis	15/187	163/7622	0.0920245398773006	3.7508611922181	5.63000101085464	1.00048688686036e-05	0.000121093412857926	0.000121093412857926	3122/3115/3117/3112/2213/3127/4261/3119/3123/6850/3109/972/3111/3113/3108	15
B/Plasma	Human Diseases	Infectious disease: viral	hsa05166	Human T-cell leukemia virus 1 infection	16/187	218/7622	0.073394495412844	2.9915125349556	4.73112457625091	8.38521870417825e-05	0.000981070588388855	0.000981070588388855	3122/3115/3117/3112/3127/3119/468/3725/115650/3123/3109/3111/3113/958/3108/64764	16
B/Plasma	Human Diseases	Infectious disease: bacterial	hsa05110	Vibrio cholerae infection	7/187	49/7622	0.142857142857143	5.82276546982429	5.37089302066044	0.000171758378981854	0.00194474809750422	0.00194474809750422	11014/10945/23480/9601/29927/5336/10952	7
B/Plasma	Environmental Information Processing	Signal transduction	hsa04064	NF-kappa B signaling pathway	9/187	102/7622	0.0882352941176471	3.59641396665618	4.186502933577	0.00085314784511279	0.00935796542608092	0.00935796542608092	330/115650/6850/29760/4050/5336/958/4067/695	9
B/Plasma	Human Diseases	Cardiovascular disease	hsa05417	Lipid and atherosclerosis	13/187	201/7622	0.0646766169154229	2.63617740176125	3.72806521305959	0.00129153022155344	0.0137371850837956	0.0137371850837956	9451/3665/468/3725/7494/5452/3309/653361/7184/3326/958/4067/3304	13
B/Plasma	Organismal Systems	Development and regeneration	hsa04380	Osteoclast differentiation	9/187	131/7622	0.0687022900763359	2.80026125648039	3.29600287659087	0.00479965427710254	0.0495493720959703	0.0495493720959703	2213/3725/6850/29760/23547/5336/653361/3454/695	9
Endothelial/Fibroblast	Cellular Processes	Cell motility	hsa04820	Cytoskeleton in muscle cells	38/192	226/7622	0.168141592920354	6.6748709439528	13.9211125924237	1.72749464281993e-21	6.06350619629796e-19	6.06350619629796e-19	3728/1293/9124/7171/7169/10398/1277/1292/9260/3672/2274/8910/1278/3678/1289/3688/1282/2273/1465/6383/3339/1291/1284/633/2335/1290/3685/7414/6711/7431/1634/2200/7168/3655/4811/27295/1281/4000	38
Endothelial/Fibroblast	Environmental Information Processing	Signaling molecules and interaction	hsa04518	Integrin signaling	30/192	151/7622	0.198675496688742	7.88700331125828	13.7401535313046	3.3397911063641e-19	5.86133339166899e-17	5.86133339166899e-17	5156/1293/5747/3915/3910/2321/1277/1292/3672/3791/1278/55742/5159/3678/3688/1282/7450/1291/1284/2335/3685/7414/3912/10979/87/3913/81/2200/55679/3655	30
Endothelial/Fibroblast	Cellular Processes	Cellular community - eukaryotes	hsa04510	Focal adhesion	33/192	199/7622	0.165829145728643	6.5830716080402	12.8283911739645	1.62482940617503e-18	1.90105040522479e-16	1.90105040522479e-16	858/5156/1293/5747/3915/3910/2321/10398/1277/1292/3672/3791/4638/1278/55742/5159/3678/3688/1282/857/7450/1291/1284/2013/2012/2335/3685/7414/3912/87/3913/81/3655	33
Endothelial/Fibroblast	Environmental Information Processing	Signaling molecules and interaction	hsa04512	ECM-receptor interaction	19/192	86/7622	0.22093023255814	8.77046996124031	11.6489895298211	2.15406429346329e-13	1.89019141751404e-11	1.89019141751404e-11	1293/3915/3910/1277/1292/3672/1278/3678/3688/1282/7450/3339/1291/1284/2335/3685/3912/3913/3655	19
Endothelial/Fibroblast	Environmental Information Processing	Signal transduction	hsa04151	PI3K-Akt signaling pathway	29/192	333/7622	0.0870870870870871	3.45717592592593	7.37032402908534	3.45883456874435e-09	2.42810186725853e-07	2.42810186725853e-07	5156/1942/1293/5747/2791/3915/3910/2321/1277/1292/3672/7531/3791/1278/5159/3678/3688/1282/7450/3643/1291/1284/2335/3685/2149/3912/3913/3655/55970	29
Endothelial/Fibroblast	Human Diseases	Infectious disease: parasitic	hsa05146	Amoebiasis	15/192	100/7622	0.15	5.9546875	8.01699830515641	2.3403283047487e-08	1.36909205827799e-06	1.36909205827799e-06	3315/5747/3915/3910/1277/1278/1282/1284/2335/7414/3912/87/3913/81/1281	15
Endothelial/Fibroblast	Cellular Processes	Cellular community - eukaryotes	hsa04520	Adherens junction	14/192	92/7622	0.152173913043478	6.04098731884058	7.81941420271052	5.80202109046299e-08	2.9092991467893e-06	2.9092991467893e-06	9411/10398/5819/5787/1003/7048/3643/7414/57493/1500/87/81/7082/5797	14
Endothelial/Fibroblast	Human Diseases	Infectious disease: viral	hsa05165	Human papillomavirus infection	24/192	311/7622	0.0771704180064309	3.06350482315113	5.97254566763084	8.40588067607682e-07	3.51709786751162e-05	3.51709786751162e-05	4855/1293/5747/8322/3915/3910/1277/1292/3672/4854/1278/5159/3678/3688/1282/7450/1291/1284/2335/3685/3912/182/3913/3655	24
Endothelial/Fibroblast	Organismal Systems	Digestive system	hsa04974	Protein digestion and absorption	13/192	98/7622	0.13265306122449	5.26605017006803	6.8324551770548	9.01819966028619e-07	3.51709786751162e-05	3.51709786751162e-05	1293/1277/1292/1306/1278/1289/1282/80781/1291/1284/1290/1303/1281	13
Endothelial/Fibroblast	Human Diseases	Cancer: overview	hsa05205	Proteoglycans in cancer	18/192	195/7622	0.0923076923076923	3.66442307692308	6.05865144910364	1.75325381503361e-06	6.15392089076798e-05	6.15392089076798e-05	858/967/5747/8322/1277/3791/1278/3678/4313/3688/857/6383/3339/7078/2335/3685/2017/1634	18
Endothelial/Fibroblast	Cellular Processes	Cell motility	hsa04810	Regulation of actin cytoskeleton	19/192	222/7622	0.0855855855855856	3.39756944444444	5.82765738027007	2.79362355997765e-06	8.91419881411051e-05	8.91419881411051e-05	5156/5747/10398/3672/4638/5159/3678/55740/3688/2934/2335/3685/7414/2149/5217/87/81/3655/55970	19
Endothelial/Fibroblast	Organismal Systems	Immune system	hsa04670	Leukocyte transendothelial migration	13/192	111/7622	0.117117117117117	4.64930555555556	6.22565463795474	3.78303379487713e-06	0.000110653738500156	0.000110653738500156	5747/10398/1003/4313/3688/7070/7414/90952/7122/1500/87/5175/81	13
Endothelial/Fibroblast	Organismal Systems	Immune system	hsa04610	Complement and coagulation cascades	11/192	82/7622	0.134146341463415	5.32533028455285	6.32998553473071	5.72382243448815e-06	0.00015454320573118	0.00015454320573118	710/2/966/5327/5270/716/7450/3075/715/2149/7035	11
Endothelial/Fibroblast	Human Diseases	Cancer: specific types	hsa05222	Small cell lung cancer	11/192	92/7622	0.119565217391304	4.74649003623188	5.81143247278847	1.76428080316252e-05	0.000442330401364317	0.000442330401364317	5747/3915/3910/3688/1282/1284/2335/3685/3912/3913/3655	11
Endothelial/Fibroblast	Human Diseases	Cardiovascular disease	hsa05414	Dilated cardiomyopathy	11/192	96/7622	0.114583333333333	4.54871961805556	5.62454486319983	2.65144600702522e-05	0.000620438365643901	0.000620438365643901	7171/7169/3672/8910/3678/3688/3685/7168/3655/196883/4000	11
Endothelial/Fibroblast	Human Diseases	Cardiovascular disease	hsa05418	Fluid shear stress and atherosclerosis	13/192	135/7622	0.0962962962962963	3.82276234567901	5.31923859994162	3.2464022265733e-05	0.000712179488454518	0.000712179488454518	858/5747/1003/3791/4313/4259/857/5327/6383/4258/3685/5175/659	13
Endothelial/Fibroblast	Environmental Information Processing	Signaling molecules and interaction	hsa04517	IgSF CAM signaling	20/192	290/7622	0.0689655172413793	2.73778735632184	4.85005420277661	3.84094838727545e-05	0.000793042872902167	0.000793042872902167	5376/54538/5747/10398/5819/351/3791/4638/3678/3688/8829/2037/84617/7414/90952/203068/6711/87/81/7082	20
Endothelial/Fibroblast	Human Diseases	Cardiovascular disease	hsa05410	Hypertrophic cardiomyopathy	10/192	91/7622	0.10989010989011	4.36240842490843	5.18688985604739	8.89097049071429e-05	0.00173373924568929	0.00173373924568929	7171/7169/3672/8910/3678/3688/3685/7168/3655/4000	10
Endothelial/Fibroblast	Human Diseases	Cardiovascular disease	hsa05412	Arrhythmogenic right ventricular cardiomyopathy	9/192	80/7622	0.1125	4.466015625	5.00950061147657	0.000167636868465843	0.00309687057007952	0.00309687057007952	3728/3672/8910/3678/3688/3685/2697/3655/4000	9
Endothelial/Fibroblast	Human Diseases	Cancer: overview	hsa05206	MicroRNAs in cancer	13/192	160/7622	0.08125	3.22545572916667	4.57312967741134	0.00018752352414056	0.00329103784866684	0.00329103784866684	4082/5156/1942/4855/6659/4854/5159/3678/7078/6624/7431/7168/659	13
Endothelial/Fibroblast	Human Diseases	Infectious disease: bacterial	hsa05100	Bacterial invasion of epithelial cells	8/192	68/7622	0.117647058823529	4.6703431372549	4.88691541771043	0.000283939196681871	0.00471348222087589	0.00471348222087589	858/5747/3678/3688/857/2335/7414/2017	8
Endothelial/Fibroblast	Organismal Systems	Endocrine system	hsa04926	Relaxin signaling pathway	11/192	125/7622	0.088	3.49341666666667	4.51822961088581	0.000295431934071993	0.00471348222087589	0.00471348222087589	2791/59/1277/1278/4313/1282/7048/1284/196883/1281/55970	11
Endothelial/Fibroblast	Environmental Information Processing	Signaling molecules and interaction	hsa04519	Cadherin signaling	21/192	373/7622	0.0563002680965147	2.23500335120643	3.93138603264396	0.000432027102363043	0.00659310925780123	0.00659310925780123	5156/3728/5747/8322/1003/7531/3791/5159/27253/55740/7414/10186/1009/7431/2697/1500/87/81/7082/4430/25937	21
Endothelial/Fibroblast	Environmental Information Processing	Signaling molecules and interaction	hsa04514	Cell adhesion molecule (CAM) interaction	11/192	152/7622	0.0723684210526316	2.87287554824561	3.74914813981628	0.00152948639787885	0.0223687385689782	0.0223687385689782	5819/1003/3688/947/6383/3685/90952/7122/5175/3655/5797	11
Endothelial/Fibroblast	Environmental Information Processing	Signal transduction	hsa04015	Rap1 signaling pathway	13/192	207/7622	0.0628019323671498	2.49310587761675	3.50092162548545	0.00213293488924159	0.029946405844952	0.029946405844952	5156/1942/2321/3791/5159/55740/3688/3643/3397/2149/5217/1500/196883	13
Endothelial/Fibroblast	Human Diseases	Endocrine and metabolic disease	hsa04933	AGE-RAGE signaling pathway in diabetic complications	8/192	100/7622	0.08	3.17583333333333	3.52063619464117	0.00360647770677357	0.0486874490414432	0.0486874490414432	1277/1278/4313/1282/7048/1284/2335/1281	8
Myeloid/TAM	Cellular Processes	Transport and catabolism	hsa04145	Phagocytosis	42/246	246/7622	0.170731707317073	5.28990680150704	12.4901610159355	1.19725007641867e-19	4.20234776822955e-17	4.20234776822955e-17	3693/3122/526/1536/10376/1520/2214/1514/3123/535/6850/11337/2212/3127/8685/929/60/3119/4481/2219/9296/1535/2209/3109/533/10312/7099/4688/3684/5879/9114/3115/527/3108/4069/3113/3916/1508/64581/967/3689/1509	42
Myeloid/TAM	Cellular Processes	Transport and catabolism	hsa04142	Lysosome biogenesis	41/246	244/7622	0.168032786885246	5.20628415300546	12.1951536341219	6.32276684648333e-19	1.10964558155782e-16	1.10964558155782e-16	6556/526/2799/1520/3988/1200/1512/1514/535/968/10577/427/9296/57192/161/533/10312/4668/8673/1211/5641/23312/9114/53/5660/51296/3073/527/162/7805/3916/1508/967/5476/1509/8905/1213/1175/950/1522/2548	41
Myeloid/TAM	Human Diseases	Infectious disease: bacterial	hsa05152	Tuberculosis	32/246	163/7622	0.196319018404908	6.08269739139109	11.9787315666025	5.7897077355839e-17	6.77395805063316e-15	6.77395805063316e-15	3122/3460/1520/2214/3553/3123/535/6850/387/972/2212/3127/929/3119/2209/3109/533/10312/7099/3684/9114/3115/527/2207/3108/3113/3916/64581/3689/1509/808/1051	32
Myeloid/TAM	Human Diseases	Infectious disease: bacterial	hsa05150	Staphylococcus aureus infection	21/246	81/7622	0.259259259259259	8.03282143932551	11.6203901715093	5.04769080815814e-14	4.42934868415877e-12	4.42934868415877e-12	3122/1675/712/2214/3123/714/2359/2212/5724/3127/3119/2209/3109/3684/719/3115/3108/3113/728/3689/713	21
Myeloid/TAM	Human Diseases	Infectious disease: parasitic	hsa05140	Leishmaniasis	20/246	74/7622	0.27027027027027	8.3739837398374	11.6403267158527	8.68975678213868e-14	6.10020926106135e-12	6.10020926106135e-12	3122/1536/3460/2214/3553/3123/2212/3127/3119/1535/2209/3109/7099/4688/3684/3115/3108/3113/2353/3689	20
Myeloid/TAM	Human Diseases	Immune disease	hsa05323	Rheumatoid arthritis	21/246	91/7622	0.230769230769231	7.1500938086304	10.7780251560473	6.13276031125222e-13	3.58766478208255e-11	3.58766478208255e-11	3122/526/3553/1514/3123/535/10673/3127/3119/9296/3109/533/10312/7099/9114/3115/527/3108/3113/2353/3689	21
Myeloid/TAM	Human Diseases	Immune disease	hsa05322	Systemic lupus erythematosus	14/246	52/7622	0.269230769230769	8.34177611006879	9.70103226053709	5.45715548525283e-10	2.73637367903392e-08	2.73637367903392e-08	3122/712/2214/3123/714/2212/3127/3119/2209/3109/3115/3108/3113/713	14
Myeloid/TAM	Organismal Systems	Immune system	hsa04612	Antigen processing and presentation	15/246	71/7622	0.211267605633803	6.54586052902783	8.57351600683348	5.11340763152206e-09	2.19562992762131e-07	2.19562992762131e-07	3122/10437/1520/1514/3123/972/3127/3119/3109/5641/3115/3108/3113/1508/920	15
Myeloid/TAM	Organismal Systems	Development and regeneration	hsa04380	Osteoclast differentiation	20/246	131/7622	0.152671755725191	4.73034195990815	7.86461513965667	5.62982032723413e-09	2.19562992762131e-07	2.19562992762131e-07	10859/7305/11025/3460/2214/3553/6850/1436/2212/1535/2209/140885/54209/4688/5879/6688/11006/2353/2885/10288	20
Myeloid/TAM	Human Diseases	Immune disease	hsa05310	Asthma	9/246	26/7622	0.346153846153846	10.7251407129456	9.07095829336312	6.3508349583145e-08	2.22914307036839e-06	2.22914307036839e-06	3122/3123/3127/3119/3109/3115/2207/3108/3113	9
Myeloid/TAM	Human Diseases	Infectious disease: bacterial	hsa05133	Pertussis	14/246	75/7622	0.186666666666667	5.78363143631436	7.60263688434897	8.90886471607986e-08	2.84273774122185e-06	2.84273774122185e-06	712/2771/3553/714/23643/387/929/7099/3684/29108/2353/3689/808/713	14
Myeloid/TAM	Organismal Systems	Immune system	hsa04640	Hematopoietic cell lineage	15/246	94/7622	0.159574468085106	4.94421380384017	7.02663914219972	2.67473955322715e-07	7.82361319318942e-06	7.82361319318942e-06	3122/3553/3123/1436/3127/929/3119/2209/3109/1441/3684/3115/3108/3113/920	15
Myeloid/TAM	Organismal Systems	Immune system	hsa04613	Neutrophil extracellular trap formation	15/246	107/7622	0.14018691588785	4.34351493047641	6.36053641860557	1.49121824927036e-06	3.75202655676602e-05	3.75202655676602e-05	1536/2214/6850/2359/2212/60/1535/2209/7099/4688/3684/5879/728/64581/3689	15
Myeloid/TAM	Organismal Systems	Immune system	hsa04672	Intestinal immune network for IgA production	10/246	46/7622	0.217391304347826	6.73559561682573	7.12525706388804	1.4965348089665e-06	3.75202655676602e-05	3.75202655676602e-05	3122/4055/3123/10673/3127/3119/3109/3115/3108/3113	10
Myeloid/TAM	Human Diseases	Immune disease	hsa05332	Graft-versus-host disease	9/246	39/7622	0.230769230769231	7.15009380863039	7.03163948317567	2.98173574050526e-06	6.97726163278231e-05	6.97726163278231e-05	3122/3553/3123/3127/3119/3109/3115/3108/3113	9
Myeloid/TAM	Human Diseases	Immune disease	hsa05321	Inflammatory bowel disease	11/246	64/7622	0.171875	5.32533028455285	6.34554458031926	5.18009829823143e-06	0.000106953794275249	0.000106953794275249	3122/3460/3553/3123/3127/3119/3109/7099/3115/3108/3113	11
Myeloid/TAM	Human Diseases	Cardiovascular disease	hsa05416	Viral myocarditis	11/246	64/7622	0.171875	5.32533028455285	6.34554458031926	5.18009829823143e-06	0.000106953794275249	0.000106953794275249	3122/3123/3127/60/3119/3109/5879/3115/3108/3113/3689	11
Myeloid/TAM	Human Diseases	Endocrine and metabolic disease	hsa04940	Type I diabetes mellitus	9/246	42/7622	0.214285714285714	6.63937282229965	6.69243142363437	5.76418359477063e-06	0.000112401580098027	0.000112401580098027	3122/3553/3123/3127/3119/3109/3115/3108/3113	9
Myeloid/TAM	Organismal Systems	Immune system	hsa04610	Complement and coagulation cascades	12/246	82/7622	0.146341463414634	4.53420582986318	5.87592403525541	1.08851744487491e-05	0.00020108927534268	0.00020108927534268	1675/712/2/11326/714/5265/3684/719/728/5329/3689/713	12
Myeloid/TAM	Human Diseases	Immune disease	hsa05330	Allograft rejection	8/246	36/7622	0.222222222222222	6.88527551942186	6.46360354864025	1.45211524488083e-05	0.000254846225476586	0.000254846225476586	3122/3123/3127/3119/3109/3115/3108/3113	8
Myeloid/TAM	Human Diseases	Immune disease	hsa05320	Autoimmune thyroid disease	8/246	37/7622	0.216216216216216	6.69918699186992	6.34598522090024	1.80160376905178e-05	0.000301125201398655	0.000301125201398655	3122/3123/3127/3119/3109/3115/3108/3113	8
Myeloid/TAM	Organismal Systems	Nervous system	hsa04721	Synaptic vesicle cycle	11/246	73/7622	0.150684931506849	4.66878271522441	5.75177367814153	1.91759786314026e-05	0.000305944022710106	0.000305944022710106	526/535/9296/161/533/10312/1211/9114/527/1213/1175	11
Myeloid/TAM	Human Diseases	Infectious disease: bacterial	hsa05110	Vibrio cholerae infection	9/246	49/7622	0.183673469387755	5.69089099054256	6.01564892315199	2.17991164450289e-05	0.000332673472704572	0.000332673472704572	526/535/60/2778/9296/533/10312/9114/527	9
Myeloid/TAM	Organismal Systems	Digestive system	hsa04979	Cholesterol metabolism	9/246	52/7622	0.173076923076923	5.3625703564728	5.76446831563879	3.58729583602811e-05	0.000524642016019112	0.000524642016019112	706/4035/348/3988/1593/5360/10577/19/341	9
Myeloid/TAM	Cellular Processes	Transport and catabolism	hsa04148	Efferocytosis	15/246	154/7622	0.0974025974025974	3.01789673740893	4.61976861691432	0.000125424126297853	0.00176095473322186	0.00176095473322186	3693/4035/712/3988/8754/714/23166/6446/10062/140885/84868/5879/19/1051/713	15
Myeloid/TAM	Organismal Systems	Immune system	hsa04658	Th1 and Th2 cell differentiation	11/246	90/7622	0.122222222222222	3.78690153568202	4.8568065355083	0.000138171801599101	0.00186531932158786	0.00186531932158786	3122/3460/3123/3127/3119/3109/3115/3108/3113/2353/920	11
Myeloid/TAM	Organismal Systems	Immune system	hsa04659	Th17 cell differentiation	12/246	106/7622	0.113207547169811	3.50759318913944	4.74766108347429	0.000145586779515464	0.00189262813370103	0.00189262813370103	3122/3460/3553/3123/3127/3119/3109/3115/3108/3113/2353/920	12
Myeloid/TAM	Organismal Systems	Excretory system	hsa04966	Collecting duct acid secretion	6/246	27/7622	0.222222222222222	6.88527551942186	5.59432731305422	0.000177899326844485	0.00223009513294337	0.00223009513294337	526/535/9296/10312/9114/527	6
Myeloid/TAM	Human Diseases	Infectious disease: parasitic	hsa05145	Toxoplasmosis	12/246	110/7622	0.109090909090909	3.380044345898	4.59162786037068	0.000207577316549313	0.00251240131409686	0.00251240131409686	3122/3460/2771/3123/23643/3127/3119/3109/7099/3115/3108/3113	12
Myeloid/TAM	Organismal Systems	Immune system	hsa04662	B cell receptor signaling pathway	10/246	80/7622	0.125	3.8729674796748	4.71732197901237	0.000230503890998095	0.00269689552467771	0.00269689552467771	10859/11025/975/6850/5879/11006/4067/2353/2885/10288	10
Myeloid/TAM	Cellular Processes	Cell growth and death	hsa04216	Ferroptosis	7/246	40/7622	0.175	5.42215447154472	5.12076793716388	0.000250966351545134	0.00284158675459168	0.00284158675459168	3162/1536/2512/2495/2180/2879/6303	7
Myeloid/TAM	Environmental Information Processing	Signaling molecules and interaction	hsa04514	Cell adhesion molecule (CAM) interaction	14/246	152/7622	0.0921052631578947	2.85376551133932	4.21579390285548	0.000377156574845028	0.00406688755867584	0.00406688755867584	3122/1462/6614/3123/3127/3119/3109/3684/3115/9672/3108/3113/3689/920	14
Myeloid/TAM	Human Diseases	Infectious disease: bacterial	hsa05120	Epithelial cell signaling in Helicobacter pylori infection	9/246	70/7622	0.128571428571429	3.98362369337979	4.57957480081136	0.000382356949960976	0.00406688755867584	0.00406688755867584	526/535/9296/533/10312/5879/9114/527/4067	9
Myeloid/TAM	Human Diseases	Cardiovascular disease	hsa05418	Fluid shear stress and atherosclerosis	13/246	135/7622	0.0962962962962963	2.98361939174947	4.24653192390683	0.000395698146427518	0.00408500145282526	0.00408500145282526	4208/3162/3553/1514/387/60/1535/4688/5879/9446/1843/2353/808	13
Myeloid/TAM	Organismal Systems	Immune system	hsa04666	Fc gamma R-mediated phagosome formation	10/246	96/7622	0.104166666666667	3.227472899729	4.01078164554741	0.00100558899791407	0.0100846210933668	0.0100846210933668	2214/6850/2934/2212/3055/2209/5879/10095/4082/4067	10
