gene	cluster	rank	score	logfoldchange	pval	pval_adj	n_cells	dominant_existing_celltype	classic_marker_based_label	proposed_global_annotation	broad_annotation	is_technical	neg_log10_padj	de_status	ENTREZID
GZMA	3	14	36.2122535705566	2.58591103553772	3.90517737506436e-287	7.58050716748208e-284	1746	CD8_C1	T/NK	T/NK | ref:CD8_C1	T/NK	FALSE	283.120301737287	up	3001
JUNB	3	15	36.1817245483398	2.10429239273071	1.18015982881632e-286	2.13813490052748e-283	1746	CD8_C1	T/NK	T/NK | ref:CD8_C1	T/NK	FALSE	282.669964897487	up	3726
RGS1	3	16	35.5147972106934	2.93016028404236	2.90526127737681e-276	4.93458627962452e-273	1746	CD8_C1	T/NK	T/NK | ref:CD8_C1	T/NK	FALSE	272.306749253128	up	5996
SRSF7	3	17	35.4891128540039	1.73338449001312	7.23582864730824e-276	1.15671105481911e-272	1746	CD8_C1	T/NK	T/NK | ref:CD8_C1	T/NK	FALSE	271.936775113796	up	6432
CD3E	3	18	34.6481437683105	2.07544875144958	4.76392065224155e-263	7.19246153585091e-260	1746	CD8_C1	T/NK	T/NK | ref:CD8_C1	T/NK	FALSE	259.14312245197	up	916
ZFP36L2	3	19	34.171028137207	1.68775832653046	6.5157848426142e-256	9.3196299412044e-253	1746	CD8_C1	T/NK	T/NK | ref:CD8_C1	T/NK	FALSE	252.030601332033	up	678
BTG1	3	20	33.3274993896484	1.46761310100555	1.54333918905975e-243	2.09708929009439e-240	1746	CD8_C1	T/NK	T/NK | ref:CD8_C1	T/NK	FALSE	239.678383077704	up	694
NKG7	3	21	32.7488899230957	2.62482452392578	3.14885517902745e-235	4.07491849263096e-232	1746	CD8_C1	T/NK	T/NK | ref:CD8_C1	T/NK	FALSE	231.389881073686	up	4818
DUSP1	3	22	32.5884056091309	2.07814979553223	5.98708128758856e-233	7.39567823052304e-230	1746	CD8_C1	T/NK	T/NK | ref:CD8_C1	T/NK	FALSE	229.131021992287	up	1843
ZNF331	3	23	32.1409530639648	2.70808362960815	1.18163613423842e-226	1.39618015582884e-223	1746	CD8_C1	T/NK	T/NK | ref:CD8_C1	T/NK	FALSE	222.855058538995	up	55422
TENT5C	3	24	31.5396957397461	2.6440589427948	2.48264246785865e-218	2.81117882110528e-215	1746	CD8_C1	T/NK	T/NK | ref:CD8_C1	T/NK	FALSE	214.55111152773	up	54855
BTG2	3	25	31.1711082458496	1.87925732135773	2.62560246468894e-213	2.85413490321546e-210	1746	CD8_C1	T/NK	T/NK | ref:CD8_C1	T/NK	FALSE	209.544525503423	up	7832
HLA-A	3	26	31.061185836792	0.950133144855499	8.05772248665031e-212	8.42217947296957e-209	1746	CD8_C1	T/NK	T/NK | ref:CD8_C1	T/NK	FALSE	208.074575508191	up	3105
CD7	3	27	29.6647682189941	1.84013867378235	2.18764793360413e-193	2.20190815717133e-190	1746	CD8_C1	T/NK	T/NK | ref:CD8_C1	T/NK	FALSE	189.657200799654	up	924
B2M	3	28	28.8499774932861	0.579123497009277	5.07021301937657e-183	4.92100389337777e-180	1746	CD8_C1	T/NK	T/NK | ref:CD8_C1	T/NK	FALSE	179.307946291363	up	567
JUN	3	30	28.7119407653809	2.03739047050476	2.70692686502932e-181	2.45211481613456e-178	1746	CD8_C1	T/NK	T/NK | ref:CD8_C1	T/NK	FALSE	177.610459198572	up	3725
GZMK	3	31	28.4733409881592	2.57816028594971	2.50571600413964e-178	2.19662381059674e-175	1746	CD8_C1	T/NK	T/NK | ref:CD8_C1	T/NK	FALSE	174.658244313116	up	3003
CD8B	14	5	25.5391139984131	4.30156373977661	7.25411136687461e-144	3.94275461012369e-140	322	CD8_C3	T/NK	T/NK | ref:CD8_C3	T/NK	FALSE	139.404200251784	up	926
EEF1A1	14	7	25.3736896514893	1.28704845905304	4.92317815445101e-142	1.91131842179087e-138	322	CD8_C3	T/NK	T/NK | ref:CD8_C3	T/NK	FALSE	137.718666954333	up	1915
EEF1B2	14	18	24.3120956420898	1.6631783246994	1.46028175838542e-130	2.20470094810457e-127	322	CD8_C3	T/NK	T/NK | ref:CD8_C3	T/NK	FALSE	126.656650311138	up	1933
LEF1	14	26	23.2274513244629	3.86822390556335	2.4046997871705e-119	2.51346620831328e-116	322	CD8_C3	T/NK	T/NK | ref:CD8_C3	T/NK	FALSE	115.599726949163	up	51176
CCR7	14	34	22.2762718200684	3.65192627906799	6.27710222499101e-110	5.01725088430458e-107	322	CD8_C3	T/NK	T/NK | ref:CD8_C3	T/NK	FALSE	106.299534181822	up	1236
LDHB	14	41	21.516788482666	2.23985362052917	1.08417050403288e-102	7.18619941892622e-100	322	CD8_C3	T/NK	T/NK | ref:CD8_C3	T/NK	FALSE	99.1435007351779	up	3945
EEF1G	14	47	20.6418914794922	1.57122850418091	1.15455891169066e-94	6.53672770502198e-92	322	CD8_C3	T/NK	T/NK | ref:CD8_C3	T/NK	FALSE	91.1846396056979	up	1937
TPT1	14	50	20.2891502380371	0.964290916919708	1.60344230223638e-91	8.54414666775996e-89	322	CD8_C3	T/NK	T/NK | ref:CD8_C3	T/NK	FALSE	88.0683313052064	up	7178
NPM1	14	54	19.8768901824951	1.55549943447113	6.450931384545e-88	3.13054484475705e-85	322	CD8_C3	T/NK	T/NK | ref:CD8_C3	T/NK	FALSE	84.5043800706072	up	4869
LINC02446	14	55	19.7934494018555	4.71954870223999	3.39022431055765e-87	1.61636378708271e-84	322	CD8_C3	T/NK	T/NK | ref:CD8_C3	T/NK	FALSE	83.7914608880279	up	101060038
NACA	14	57	19.7130947113037	1.03477299213409	1.66467181451751e-86	7.66764766632675e-84	322	CD8_C3	T/NK	T/NK | ref:CD8_C3	T/NK	FALSE	83.115337851465	up	4666
PABPC1	14	58	19.4715175628662	1.33070039749146	1.91514322413684e-84	8.67432204319044e-82	322	CD8_C3	T/NK	T/NK | ref:CD8_C3	T/NK	FALSE	81.0617644582555	up	26986
SELL	14	65	18.5047073364258	2.68289399147034	1.89203564487254e-76	7.67432249030687e-74	322	CD8_C3	T/NK	T/NK | ref:CD8_C3	T/NK	FALSE	73.1149599548356	up	6402
CD8A	14	67	18.2667541503906	2.69106531143188	1.52238682245216e-74	5.99599772274781e-72	322	CD8_C3	T/NK	T/NK | ref:CD8_C3	T/NK	FALSE	71.2221385407668	up	925
TCF7	14	70	18.1038131713867	2.84834980964661	2.97351039900539e-73	1.12233498060237e-70	322	CD8_C3	T/NK	T/NK | ref:CD8_C3	T/NK	FALSE	69.9498775009101	up	6932
NOSIP	14	71	18.0491371154785	2.25508666038513	8.01336287397761e-73	2.98316643100295e-70	322	CD8_C3	T/NK	T/NK | ref:CD8_C3	T/NK	FALSE	69.5253225166514	up	51070
EEF2	14	79	17.115966796875	1.22225737571716	1.12825047879243e-65	3.65015892995989e-63	322	CD8_C3	T/NK	T/NK | ref:CD8_C3	T/NK	FALSE	62.4376882257074	up	1938
RACK1	14	80	17.0789813995361	0.943899214267731	2.12802820739053e-65	6.80368171341706e-63	322	CD8_C3	T/NK	T/NK | ref:CD8_C3	T/NK	FALSE	62.1672560115409	up	10399
LTB	14	82	16.2684726715088	2.28746056556702	1.65229021100372e-59	4.98918208602634e-57	322	CD8_C3	T/NK	T/NK | ref:CD8_C3	T/NK	FALSE	56.3019706456873	up	4050
MAL	14	83	16.2452297210693	3.10081458091736	2.41435390064581e-59	7.21016281362094e-57	322	CD8_C3	T/NK	T/NK | ref:CD8_C3	T/NK	FALSE	56.1420549283099	up	4118
NOP53	14	84	16.1843395233154	1.50946354866028	6.50441346607812e-59	1.92134717776238e-56	322	CD8_C3	T/NK	T/NK | ref:CD8_C3	T/NK	FALSE	55.7163941532209	up	29997
EIF3E	14	85	16.017370223999	1.6359099149704	9.66517990249806e-58	2.8243110648418e-55	322	CD8_C3	T/NK	T/NK | ref:CD8_C3	T/NK	FALSE	54.5490874725266	up	3646
PCED1B	14	88	15.6278820037842	2.43444132804871	4.70176470739967e-55	1.30382813967646e-52	322	CD8_C3	T/NK	T/NK | ref:CD8_C3	T/NK	FALSE	51.8847796500988	up	91523
C12orf57	14	90	14.7492065429688	1.52791500091553	3.11304538106171e-49	7.98114351657858e-47	322	CD8_C3	T/NK	T/NK | ref:CD8_C3	T/NK	FALSE	46.0979348796567	up	113246
FLT3LG	14	91	14.4958925247192	2.03180122375488	1.28619291055395e-47	3.23644245714946e-45	322	CD8_C3	T/NK	T/NK | ref:CD8_C3	T/NK	FALSE	44.4899321101862	up	2323
LINC00861	14	93	14.0251798629761	1.86457121372223	1.09335307810717e-44	2.67684353609374e-42	322	CD8_C3	T/NK	T/NK | ref:CD8_C3	T/NK	FALSE	41.5723770129733	up	100130231
IL7R	14	94	14.0208320617676	1.96873450279236	1.1624396803121e-44	2.82057685287158e-42	322	CD8_C3	T/NK	T/NK | ref:CD8_C3	T/NK	FALSE	41.5496620624611	up	3575
ACTN1	14	97	13.8834161758423	2.96916103363037	7.98463308335375e-44	1.88687294498454e-41	322	CD8_C3	T/NK	T/NK | ref:CD8_C3	T/NK	FALSE	40.7242573426278	up	87
EIF3H	14	98	13.7936744689941	1.34189736843109	2.78219800796648e-43	6.46230880893137e-41	322	CD8_C3	T/NK	T/NK | ref:CD8_C3	T/NK	FALSE	40.1896122925563	up	8667
NELL2	14	99	13.6175022125244	3.54079461097717	3.15163950115184e-42	7.25838602400868e-40	322	CD8_C3	T/NK	T/NK | ref:CD8_C3	T/NK	FALSE	39.1391599383621	up	4753
ACTG1	15	1	17.5089340209961	1.41190445423126	1.22467872388125e-68	1.66409345000984e-64	266	DNT	T/NK	T/NK | ref:DNT	T/NK	FALSE	63.7788222888121	up	71
GAPDH	15	2	17.2236309051514	1.42899894714355	1.765568674949e-66	1.59936981034714e-62	266	DNT	T/NK	T/NK | ref:DNT	T/NK	FALSE	61.79605110597	up	2597
ACTB	15	3	15.8419198989868	1.15573489665985	1.59865393755725e-56	1.08612548517639e-52	266	DNT	T/NK	T/NK | ref:DNT	T/NK	FALSE	51.964119995768	up	60
PPIA	15	4	15.6474876403809	1.02869999408722	3.45598029248286e-55	1.87839440857029e-51	266	DNT	T/NK	T/NK | ref:DNT	T/NK	FALSE	50.726213213198	up	5478
PTMA	15	5	15.2046270370483	0.830333948135376	3.29502683815274e-52	1.49242748922732e-48	266	DNT	T/NK	T/NK | ref:DNT	T/NK	FALSE	47.8261067602277	up	5757
TUBB	15	6	14.7337017059326	2.49668049812317	3.9165236257845e-49	1.52050637220457e-45	266	DNT	T/NK	T/NK | ref:DNT	T/NK	FALSE	44.8180117554557	up	203068
CFL1	15	7	14.2575254440308	0.856288433074951	4.02475297477947e-46	1.36720858553259e-42	266	DNT	T/NK	T/NK | ref:DNT	T/NK	FALSE	41.8641652230801	up	1072
HMGB1	15	8	14.1829500198364	1.41307270526886	1.16830218983686e-45	3.52775336788961e-42	266	DNT	T/NK	T/NK | ref:DNT	T/NK	FALSE	41.4525017848522	up	3146
PFN1	15	9	14.1644649505615	1.01701986789703	1.52019539821051e-45	4.13128301417688e-42	266	DNT	T/NK	T/NK | ref:DNT	T/NK	FALSE	41.3839150525942	up	5216
STMN1	15	10	13.7205047607422	4.09660959243774	7.65310481058185e-43	1.89073433029429e-39	266	DNT	T/NK	T/NK | ref:DNT	T/NK	FALSE	38.7233694901887	up	3925
MKI67	15	11	13.6298637390137	6.00894594192505	2.66078289344697e-42	6.02578632602623e-39	266	DNT	T/NK	T/NK | ref:DNT	T/NK	FALSE	38.2199862724424	up	4288
RAC2	15	12	13.3197860717773	1.28308987617493	1.77615470351999e-40	3.71298309406609e-37	266	DNT	T/NK	T/NK | ref:DNT	T/NK	FALSE	36.4302770281965	up	5880
TYMS	15	13	12.7653312683105	5.83299970626831	2.5606021673444e-37	4.9704946071251e-34	266	DNT	T/NK	T/NK | ref:DNT	T/NK	FALSE	33.303600393066	up	7298
HMGN2	15	14	12.7093410491943	1.90459227561951	5.24749775489177e-37	9.50706659912924e-34	266	DNT	T/NK	T/NK | ref:DNT	T/NK	FALSE	33.0219534637493	up	3151
TMSB4X	15	15	12.5699157714844	0.771087110042572	3.09054059794803e-36	4.94050184057858e-33	266	DNT	T/NK	T/NK | ref:DNT	T/NK	FALSE	32.3062289345734	up	7114
PTTG1	15	16	12.3851194381714	3.45071315765381	3.14616246283972e-35	4.75000617167402e-32	266	DNT	T/NK	T/NK | ref:DNT	T/NK	FALSE	31.3233058260968	up	9232
TPX2	15	17	12.3656406402588	5.62150001525879	4.01002407640389e-35	5.7356007526501e-32	266	DNT	T/NK	T/NK | ref:DNT	T/NK	FALSE	31.241421086935	up	22974
NUSAP1	15	18	12.2404546737671	5.34155416488647	1.88971746485099e-34	2.56774809123953e-31	266	DNT	T/NK	T/NK | ref:DNT	T/NK	FALSE	30.5904475849454	up	51203
HMGB2	15	19	12.1796379089355	3.00390553474426	3.99050338595458e-34	5.16409142936674e-31	266	DNT	T/NK	T/NK | ref:DNT	T/NK	FALSE	30.2870060772271	up	3148
ARHGDIB	15	20	11.952202796936	0.835091769695282	6.32271113147604e-33	7.4706955525649e-30	266	DNT	T/NK	T/NK | ref:DNT	T/NK	FALSE	29.1266389616949	up	397
PCLAF	15	21	11.8398084640503	5.56199359893799	2.43006634809915e-32	2.75164512816427e-29	266	DNT	T/NK	T/NK | ref:DNT	T/NK	FALSE	28.5604075765476	up	9768
UBE2C	15	22	11.6916694641113	6.39071989059448	1.40596093262251e-31	1.52833577219797e-28	266	DNT	T/NK	T/NK | ref:DNT	T/NK	FALSE	27.8157812216812	up	11065
CENPF	15	23	11.5966653823853	5.10988092422485	4.28450991294537e-31	4.47830159208474e-28	266	DNT	T/NK	T/NK | ref:DNT	T/NK	FALSE	27.3488866621264	up	1063
CKS1B	15	24	11.4345874786377	3.57865691184998	2.80866940164539e-30	2.72601427353982e-27	266	DNT	T/NK	T/NK | ref:DNT	T/NK	FALSE	26.5644718745089	up	1163
BIRC5	15	25	11.3742685317993	6.19064044952393	5.61718462707691e-30	5.26388308363594e-27	266	DNT	T/NK	T/NK | ref:DNT	T/NK	FALSE	26.2786937654229	up	332
CORO1A	15	26	11.2938280105591	0.924331724643707	1.40769943795016e-29	1.19548874767917e-26	266	DNT	T/NK	T/NK | ref:DNT	T/NK	FALSE	25.9224545072469	up	11151
RRM2	15	28	11.1814393997192	6.30092287063599	5.02679338648304e-29	4.01788638444303e-26	266	DNT	T/NK	T/NK | ref:DNT	T/NK	FALSE	25.396002348152	up	6241
SMC4	15	27	11.183931350708	3.01541805267334	4.88760310749151e-29	4.01788638444303e-26	266	DNT	T/NK	T/NK | ref:DNT	T/NK	FALSE	25.396002348152	up	10051
ZWINT	15	30	11.0526332855225	5.09089183807373	2.12876767756e-28	1.60698306681585e-25	266	DNT	T/NK	T/NK | ref:DNT	T/NK	FALSE	24.7939886994826	up	11130
RAN	15	31	11.0389919281006	1.25865197181702	2.47796938498111e-28	1.82003502719586e-25	266	DNT	T/NK	T/NK | ref:DNT	T/NK	FALSE	24.7399202537888	up	5901
GNLY	9	6	38.710750579834	6.3521523475647	0	0	756	NK_C1	T/NK	T/NK | ref:NK_C1	T/NK	FALSE	300	up	10578
FGFBP2	9	3	41.0770950317383	5.85128736495972	0	0	756	NK_C1	T/NK	T/NK | ref:NK_C1	T/NK	FALSE	300	up	83888
NKG7	9	1	42.8859062194824	5.04032182693481	0	0	756	NK_C1	T/NK	T/NK | ref:NK_C1	T/NK	FALSE	300	up	4818
GZMB	9	4	40.7267570495605	4.97870111465454	0	0	756	NK_C1	T/NK	T/NK | ref:NK_C1	T/NK	FALSE	300	up	3002
PRF1	9	2	41.1951599121094	4.42825269699097	0	0	756	NK_C1	T/NK	T/NK | ref:NK_C1	T/NK	FALSE	300	up	5551
KLRD1	9	7	38.1788597106934	4.42153358459473	0	0	756	NK_C1	T/NK	T/NK | ref:NK_C1	T/NK	FALSE	300	up	3824
CTSW	9	5	39.8153800964355	3.8562388420105	0	0	756	NK_C1	T/NK	T/NK | ref:NK_C1	T/NK	FALSE	300	up	1521
CST7	9	8	38.1288108825684	3.60985231399536	0	0	756	NK_C1	T/NK	T/NK | ref:NK_C1	T/NK	FALSE	300	up	8530
CD247	9	9	37.0387916564941	3.1500289440155	2.72103396786024e-300	8.21631336875205e-297	756	NK_C1	T/NK	T/NK | ref:NK_C1	T/NK	FALSE	296.08532300518	up	919
FCGR3A	9	10	36.8367881774902	3.9792537689209	4.75991356226794e-297	1.29355410968392e-293	756	NK_C1	T/NK	T/NK | ref:NK_C1	T/NK	FALSE	292.888215399923	up	2214
GZMH	9	11	35.512279510498	4.01818037033081	3.17727205471104e-276	7.84959503262065e-273	756	NK_C1	T/NK	T/NK | ref:NK_C1	T/NK	FALSE	272.105152748304	up	2999
SPON2	9	12	34.2398376464844	5.05482959747314	6.17880694022387e-257	1.39929381172937e-253	756	NK_C1	T/NK	T/NK | ref:NK_C1	T/NK	FALSE	252.854091086498	up	10417
KLRF1	9	13	33.3326721191406	5.02965688705444	1.29871950597444e-243	2.71492317648933e-240	756	NK_C1	T/NK	T/NK | ref:NK_C1	T/NK	FALSE	239.566242455025	up	51348
HOPX	9	14	32.9920692443848	3.50765132904053	1.05538364391583e-238	2.04865042193262e-235	756	NK_C1	T/NK	T/NK | ref:NK_C1	T/NK	FALSE	234.688532142515	up	84525
CLIC3	9	15	32.6238784790039	3.72569370269775	1.88114881986129e-233	3.40814002190336e-230	756	NK_C1	T/NK	T/NK | ref:NK_C1	T/NK	FALSE	229.467482570745	up	9022
EFHD2	9	16	32.511791229248	3.01797842979431	7.26574855792029e-232	1.23408739256276e-228	756	NK_C1	T/NK	T/NK | ref:NK_C1	T/NK	FALSE	227.908654084416	up	79180
CX3CR1	9	17	32.2261161804199	4.54306840896606	7.60305792199362e-228	1.21541589463587e-224	756	NK_C1	T/NK	T/NK | ref:NK_C1	T/NK	FALSE	223.915275088453	up	1524
IFITM2	9	18	31.1136856079102	2.02792286872864	1.57279832622917e-212	2.37457596186689e-209	756	NK_C1	T/NK	T/NK | ref:NK_C1	T/NK	FALSE	208.624413932929	up	10581
TRBC1	9	19	30.4578247070312	3.10991740226746	9.43663732834137e-204	1.34973713702634e-200	756	NK_C1	T/NK	T/NK | ref:NK_C1	T/NK	FALSE	199.869750802657	up	28639
GZMA	9	20	29.8400402069092	2.97986006736755	1.18212598588127e-195	1.60627278961547e-192	756	NK_C1	T/NK	T/NK | ref:NK_C1	T/NK	FALSE	191.79418069756	up	3001
S1PR5	9	21	28.854907989502	4.48464107513428	4.39702774088161e-183	5.69017266124756e-180	756	NK_C1	T/NK	T/NK | ref:NK_C1	T/NK	FALSE	179.244874555276	up	53637
LITAF	9	22	28.8212509155273	2.06159567832947	1.16199933447415e-182	1.43538608698498e-179	756	NK_C1	T/NK	T/NK | ref:NK_C1	T/NK	FALSE	178.843031267645	up	9516
KLRB1	9	23	28.1762371063232	3.03071594238281	1.14350102121028e-174	1.2948243230171e-171	756	NK_C1	T/NK	T/NK | ref:NK_C1	T/NK	FALSE	170.887789151057	up	3820
B2M	9	24	27.7418346405029	0.770884692668915	2.18613675967877e-169	2.37641810324121e-166	756	NK_C1	T/NK	T/NK | ref:NK_C1	T/NK	FALSE	165.624077147884	up	567
ADGRG1	9	25	27.6396293640137	4.6042366027832	3.71880213778364e-168	3.88700641909263e-165	756	NK_C1	T/NK	T/NK | ref:NK_C1	T/NK	FALSE	164.410384742164	up	9289
HCST	9	26	26.9718322753906	1.7931569814682	3.16380899605816e-160	3.18443234358802e-157	756	NK_C1	T/NK	T/NK | ref:NK_C1	T/NK	FALSE	156.496967973696	up	10870
RAP1B	9	27	26.8630466461182	1.84696531295776	5.93868004019841e-159	5.763913170444e-156	756	NK_C1	T/NK	T/NK | ref:NK_C1	T/NK	FALSE	155.239282570169	up	5908
TTC38	9	28	26.7008686065674	4.08088159561157	4.59863375279418e-157	4.30939554710119e-154	756	NK_C1	T/NK	T/NK | ref:NK_C1	T/NK	FALSE	153.365583641433	up	55020
MYL12A	9	29	26.6701393127441	1.4214174747467	1.04537829834905e-156	9.46973354531126e-154	756	NK_C1	T/NK	T/NK | ref:NK_C1	T/NK	FALSE	153.023662240789	up	10627
ITGB2	9	30	26.5363025665283	1.80468761920929	3.69615877793436e-155	3.24021970803691e-152	756	NK_C1	T/NK	T/NK | ref:NK_C1	T/NK	FALSE	151.489425540796	up	3689
GNLY	6	5	41.3321800231934	5.40264940261841	0	0	1279	NK_C2	T/NK	T/NK | ref:NK_C2	T/NK	FALSE	300	up	10578
CCL4	6	3	44.7544898986816	4.64674949645996	0	0	1279	NK_C2	T/NK	T/NK | ref:NK_C2	T/NK	FALSE	300	up	6351
NKG7	6	1	49.4045181274414	4.58838033676147	0	0	1279	NK_C2	T/NK	T/NK | ref:NK_C2	T/NK	FALSE	300	up	4818
GZMB	6	4	41.7681159973145	4.26961231231689	0	0	1279	NK_C2	T/NK	T/NK | ref:NK_C2	T/NK	FALSE	300	up	3002
CST7	6	2	46.1094131469727	3.49138164520264	0	0	1279	NK_C2	T/NK	T/NK | ref:NK_C2	T/NK	FALSE	300	up	8530
NR4A2	6	6	40.3291511535645	3.46581411361694	0	0	1279	NK_C2	T/NK	T/NK | ref:NK_C2	T/NK	FALSE	300	up	4929
PRF1	6	7	38.5749626159668	3.17637133598328	0	0	1279	NK_C2	T/NK	T/NK | ref:NK_C2	T/NK	FALSE	300	up	5551
CTSW	6	8	37.8475189208984	2.86570978164673	0	0	1279	NK_C2	T/NK	T/NK | ref:NK_C2	T/NK	FALSE	300	up	1521
CD247	6	9	36.682186126709	2.53218936920166	1.40467467626783e-294	4.24149322247273e-291	1279	NK_C2	T/NK	T/NK | ref:NK_C2	T/NK	FALSE	290.372481222626	up	919
FGFBP2	6	10	35.9196090698242	4.53746891021729	1.50975816515349e-282	4.10291878962112e-279	1279	NK_C2	T/NK	T/NK | ref:NK_C2	T/NK	FALSE	278.386907079077	up	83888
DUSP2	6	11	35.4871826171875	2.98428177833557	7.74930141446931e-276	1.91450013854198e-272	1279	NK_C2	T/NK	T/NK | ref:NK_C2	T/NK	FALSE	271.717944597889	up	1844
KLRD1	6	12	35.3945350646973	3.5693621635437	2.07219858392426e-274	4.69283905972715e-271	1279	NK_C2	T/NK	T/NK | ref:NK_C2	T/NK	FALSE	270.328564339602	up	3824
GZMA	6	13	33.7869453430176	2.78153538703919	3.06704431278767e-250	6.41153817263982e-247	1279	NK_C2	T/NK	T/NK | ref:NK_C2	T/NK	FALSE	246.193037767712	up	3001
GZMH	6	14	32.7627563476562	3.10123538970947	1.99841818168683e-235	3.8792151789658e-232	1279	NK_C2	T/NK	T/NK | ref:NK_C2	T/NK	FALSE	231.41125612954	up	2999
CCL5	6	15	32.4498558044434	3.26247811317444	5.44183150427531e-231	9.85914753067906e-228	1279	NK_C2	T/NK	T/NK | ref:NK_C2	T/NK	FALSE	227.006160634625	up	6352
IFITM2	6	16	29.8962535858154	1.54481828212738	2.20126334966051e-196	3.73884579939838e-193	1279	NK_C2	T/NK	T/NK | ref:NK_C2	T/NK	FALSE	192.427262446012	up	10581
IER2	6	17	29.8481273651123	1.78506433963776	9.2842226356101e-196	1.48416490791377e-192	1279	NK_C2	T/NK	T/NK | ref:NK_C2	T/NK	FALSE	191.828517841228	up	9592
CD69	6	18	29.3872718811035	2.31177520751953	7.98687071165558e-190	1.20583999144418e-186	1279	NK_C2	T/NK	T/NK | ref:NK_C2	T/NK	FALSE	185.918710316941	up	969
LITAF	6	19	28.5914535522461	1.70860195159912	8.58147609929533e-180	1.22742207618131e-176	1279	NK_C2	T/NK	T/NK | ref:NK_C2	T/NK	FALSE	175.911006069843	up	9516
KLRB1	6	20	27.9610443115234	2.5471179485321	4.83935571300524e-172	6.26258718364906e-169	1279	NK_C2	T/NK	T/NK | ref:NK_C2	T/NK	FALSE	168.203246215118	up	3820
HCST	6	21	27.514669418335	1.4578195810318	1.17205958145937e-166	1.44781323571545e-163	1279	NK_C2	T/NK	T/NK | ref:NK_C2	T/NK	FALSE	162.839287457427	up	10870
HOPX	6	22	27.4807434082031	2.58426237106323	2.98285903431557e-166	3.5244424833287e-163	1279	NK_C2	T/NK	T/NK | ref:NK_C2	T/NK	FALSE	162.452909572449	up	84525
CD7	6	23	26.9830226898193	1.98476183414459	2.33849871125779e-160	2.64796004071423e-157	1279	NK_C2	T/NK	T/NK | ref:NK_C2	T/NK	FALSE	156.577088572944	up	924
SRGN	6	24	26.9363136291504	1.38541054725647	8.25216772914228e-160	8.97043640828682e-157	1279	NK_C2	T/NK	T/NK | ref:NK_C2	T/NK	FALSE	156.047186428182	up	5552
CCL4L2	6	25	26.7448616027832	3.10485863685608	1.41698556658109e-157	1.48107691374645e-154	1279	NK_C2	T/NK	T/NK | ref:NK_C2	T/NK	FALSE	153.829422387564	up	9560
FCGR3A	6	26	26.3603858947754	2.5250723361969	3.90198069442402e-153	3.78715097684526e-150	1279	NK_C2	T/NK	T/NK | ref:NK_C2	T/NK	FALSE	149.421687381147	up	2214
TRBC1	6	27	26.270320892334	2.26713252067566	4.18870118029984e-152	3.92524631985616e-149	1279	NK_C2	T/NK	T/NK | ref:NK_C2	T/NK	FALSE	148.406133084907	up	28639
XCL2	6	28	26.225170135498	3.45506501197815	1.37246562569999e-151	1.24327086146743e-148	1279	NK_C2	T/NK	T/NK | ref:NK_C2	T/NK	FALSE	147.905434244789	up	6846
GADD45B	6	29	26.0643997192383	2.14071869850159	9.23943359047895e-150	8.09970475015664e-147	1279	NK_C2	T/NK	T/NK | ref:NK_C2	T/NK	FALSE	146.091530811703	up	4616
DDIT4	6	30	25.9587669372559	2.01248216629028	1.44779527473201e-148	1.22954013706616e-145	1279	NK_C2	T/NK	T/NK | ref:NK_C2	T/NK	FALSE	144.9102572896	up	54541
CTSW	11	1	31.324577331543	3.53161978721619	2.1597313090405e-215	5.86928580544845e-211	544	NK_C3	T/NK	T/NK | ref:NK_C3	T/NK	FALSE	210.231414741959	up	1521
CD7	11	2	30.1926898956299	3.13762474060059	2.95434683430819e-200	4.01436647845797e-196	544	NK_C3	T/NK	T/NK | ref:NK_C3	T/NK	FALSE	195.396382982544	up	924
NKG7	11	3	29.3471755981445	4.07326173782349	2.59622063830267e-189	2.35182973555045e-185	544	NK_C3	T/NK	T/NK | ref:NK_C3	T/NK	FALSE	184.628594122897	up	4818
XCL1	11	4	29.2527961730957	4.59448909759521	4.13720996896585e-188	2.8108204529154e-184	544	NK_C3	T/NK	T/NK | ref:NK_C3	T/NK	FALSE	183.551166894983	up	6375
TRDC	11	5	29.1939830780029	4.7699122428894	2.31210428861237e-187	1.25667492294659e-183	544	NK_C3	T/NK	T/NK | ref:NK_C3	T/NK	FALSE	182.900777051215	up	28526
IL2RB	11	6	28.987003326416	3.56286549568176	9.5951259516804e-185	4.34595238104778e-181	544	NK_C3	T/NK	T/NK | ref:NK_C3	T/NK	FALSE	180.361915036589	up	3560
KLRB1	11	7	28.2248630523682	3.53821110725403	2.89711653451238e-175	1.12474341345583e-171	544	NK_C3	T/NK	T/NK | ref:NK_C3	T/NK	FALSE	170.948946541401	up	3820
XCL2	11	8	27.72434425354	4.20592403411865	3.55319154881362e-169	1.20701916913199e-165	544	NK_C3	T/NK	T/NK | ref:NK_C3	T/NK	FALSE	164.918285832651	up	6846
IFITM2	11	9	27.6519393920898	2.13819026947021	2.64492224300959e-168	7.98648965289208e-165	544	NK_C3	T/NK	T/NK | ref:NK_C3	T/NK	FALSE	164.097644066665	up	10581
KLRD1	11	10	27.6117553710938	3.80900526046753	8.04000860722201e-168	2.18495273909865e-164	544	NK_C3	T/NK	T/NK | ref:NK_C3	T/NK	FALSE	163.660557952456	up	3824
