Cluster	ID	Description	GeneRatio	BgRatio	RichFactor	FoldEnrichment	zScore	pvalue	p.adjust	qvalue	geneID	Count
B/Plasma | ref:B cell_C3	GO:0050853	B cell receptor signaling pathway	27/226	70/15651	0.385714285714286	26.7115676359039	26.0962868088968	4.41347123879886e-32	2.51832668885863e-28	2.51832668885863e-28	FCMR/IGHD/PTPN6/BANK1/LYN/FCGR2B/CD72/LAT2/IGHG2/IGHM/SYK/STAP1/BLNK/IGKC/MS4A1/IGLC3/CD79B/PLCG2/CD22/MEF2C/CD19/FOXP1/BLK/CD79A/PRKCB/BTK/IGHA1	27
B/Plasma | ref:B cell_C3	GO:0042113	B cell activation	37/226	221/15651	0.167420814479638	11.594261802747	19.1991799366978	6.78832718518024e-29	1.93670974593192e-25	1.93670974593192e-25	INPP5D/PAX5/LAPTM5/CD180/BANK1/IRF8/LYN/FCGR2B/LAT2/IGHM/SYK/CR2/ZFP36L1/TNFRSF13C/BLNK/MS4A1/FCRL1/CD79B/PLCG2/CXCR5/TNFRSF13B/CD22/MEF2C/CD19/CD74/CD79A/CD40/SYVN1/HHEX/PRKCB/GAPT/SPIB/CCR6/TPD52/BTK/POU2AF1/BTLA	37
B/Plasma | ref:B cell_C3	GO:0050851	antigen receptor-mediated signaling pathway	35/226	196/15651	0.178571428571429	12.3664664981037	19.3828578775869	2.32404011510305e-28	4.420324298926e-25	4.420324298926e-25	INPP5D/LAPTM5/FCMR/IGHD/PTPN6/BANK1/LYN/FCGR2B/CD72/HLA-DQB1/LAT2/HLA-DRB1/IGHG2/IGHM/SYK/STAP1/CCR7/PDE4B/BLNK/IGKC/EZR/MS4A1/IGLC3/CD79B/PLCG2/CD22/HLA-DPB1/MEF2C/CD19/FOXP1/BLK/CD79A/PRKCB/BTK/IGHA1	35
B/Plasma | ref:B cell_C3	GO:0002768	immune response-regulating cell surface receptor signaling pathway	41/226	359/15651	0.114206128133705	7.90902704168413	16.0298986414521	2.93149577171792e-25	4.18177871835562e-22	4.18177871835562e-22	INPP5D/LAPTM5/FCER2/FCMR/IGHD/PTPN6/BANK1/LYN/FCGR2B/CD72/HLA-DQB1/LAT2/HLA-DRB1/IGHG2/IGHM/SYK/STAP1/CCR7/CR2/PDE4B/BLNK/IGKC/EZR/MS4A1/IGLC3/CD79B/PLCG2/CD22/HLA-DPB1/MEF2C/CD19/CD24/FOXP1/BLK/CD79A/CD40/SCIMP/PRKCB/BTK/BTLA/IGHA1	41
B/Plasma | ref:B cell_C3	GO:0002429	immune response-activating cell surface receptor signaling pathway	38/226	314/15651	0.121019108280255	8.38084098979764	15.9918706578866	2.37941929035326e-24	2.71539329415114e-21	2.71539329415114e-21	INPP5D/LAPTM5/FCER2/FCMR/IGHD/PTPN6/BANK1/LYN/FCGR2B/CD72/HLA-DQB1/LAT2/HLA-DRB1/IGHG2/IGHM/SYK/STAP1/CCR7/CR2/PDE4B/BLNK/IGKC/EZR/MS4A1/IGLC3/CD79B/PLCG2/CD22/HLA-DPB1/MEF2C/CD19/FOXP1/BLK/CD79A/SCIMP/PRKCB/BTK/IGHA1	38
B/Plasma | ref:B cell_C3	GO:0002757	immune response-activating signaling pathway	42/226	500/15651	0.084	5.81718584070797	13.2512411778432	1.1630270869506e-20	1.10603875969002e-17	1.10603875969002e-17	NOP53/INPP5D/LAPTM5/FCER2/FCMR/IGHD/AIM2/PTPN6/BANK1/LYN/FCGR2B/CD72/HLA-DQB1/LAT2/HLA-DRB1/IGHG2/IGHM/SYK/STAP1/CCR7/CR2/PDE4B/BIRC3/BLNK/IGKC/EZR/MS4A1/IGLC3/CD79B/PLCG2/CD22/HLA-DPB1/MEF2C/CD19/FOXP1/BLK/CD79A/TLR10/SCIMP/PRKCB/BTK/IGHA1	42
B/Plasma | ref:B cell_C3	GO:0002399	MHC class II protein complex assembly	11/226	14/15651	0.785714285714286	54.4124525916561	24.2007387970457	1.56303606670788e-18	1.1148354745794e-15	1.1148354745794e-15	HLA-DOB/HLA-DQA1/HLA-DPA1/HLA-DQB1/HLA-DRB1/HLA-DOA/HLA-DRB5/HLA-DPB1/HLA-DMB/HLA-DRA/HLA-DMA	11
B/Plasma | ref:B cell_C3	GO:0002503	peptide antigen assembly with MHC class II protein complex	11/226	14/15651	0.785714285714286	54.4124525916561	24.2007387970457	1.56303606670788e-18	1.1148354745794e-15	1.1148354745794e-15	HLA-DOB/HLA-DQA1/HLA-DPA1/HLA-DQB1/HLA-DRB1/HLA-DOA/HLA-DRB5/HLA-DPB1/HLA-DMB/HLA-DRA/HLA-DMA	11
B/Plasma | ref:B cell_C3	GO:0002694	regulation of leukocyte activation	39/226	499/15651	0.0781563126252505	5.41249756149467	12.1254698067314	4.06126960305672e-18	2.57484492833796e-15	2.57484492833796e-15	HLA-DOB/INPP5D/IL4R/LAPTM5/SMARCB1/CD69/HLA-DQA1/PTPN6/BANK1/LYN/HLA-DPA1/FCGR2B/IL16/HLA-DQB1/RIPOR2/HLA-DRB1/SYK/STAP1/CCR7/ZFP36L1/HLA-DOA/CD55/TMEM131L/TNFRSF13C/HLA-DRB5/TNFRSF13B/CD22/HLA-DPB1/MEF2C/RHOH/CD19/CD24/CD74/HLA-DMB/HLA-DRA/HLA-DMA/BTK/BTLA/HSPH1	39
B/Plasma | ref:B cell_C3	GO:0030183	B cell differentiation	21/226	113/15651	0.185840707964602	12.8698801785574	15.3280462553687	9.58631027591756e-18	5.46994864343856e-15	5.46994864343856e-15	INPP5D/PAX5/LAPTM5/IRF8/FCGR2B/IGHM/SYK/CR2/ZFP36L1/BLNK/MS4A1/CD79B/PLCG2/CD19/CD79A/SYVN1/HHEX/SPIB/TPD52/BTK/POU2AF1	21
B/Plasma | ref:B cell_C3	GO:0051249	regulation of lymphocyte activation	36/226	437/15651	0.0823798627002288	5.70498774832425	12.0746990045349	1.69440641822224e-17	8.78934820216008e-15	8.78934820216008e-15	HLA-DOB/INPP5D/LAPTM5/SMARCB1/CD69/HLA-DQA1/PTPN6/BANK1/LYN/HLA-DPA1/FCGR2B/HLA-DQB1/RIPOR2/HLA-DRB1/SYK/CCR7/ZFP36L1/HLA-DOA/CD55/TMEM131L/TNFRSF13C/HLA-DRB5/TNFRSF13B/CD22/HLA-DPB1/MEF2C/RHOH/CD19/CD24/CD74/HLA-DMB/HLA-DRA/HLA-DMA/BTK/BTLA/HSPH1	36
B/Plasma | ref:B cell_C3	GO:0030098	lymphocyte differentiation	32/226	348/15651	0.0919540229885057	6.36801953005798	12.257847789213	5.18382053561011e-17	2.46490666468261e-14	2.46490666468261e-14	INPP5D/PAX5/LAPTM5/SMARCB1/CD69/IRF8/FCGR2B/HLA-DRB1/IGHM/SYK/CCR7/CR2/ZFP36L1/TMEM131L/BLNK/MS4A1/CD79B/PLCG2/LY9/RHOH/CD19/FOXP1/CD74/CD79A/SYVN1/HHEX/HLA-DRA/SPIB/CCR6/TPD52/BTK/POU2AF1	32
B/Plasma | ref:B cell_C3	GO:0019886	antigen processing and presentation of exogenous peptide antigen via MHC class II	12/226	25/15651	0.48	33.2410619469027	19.5278412808546	2.70308382426901e-16	1.15876040985566e-13	1.15876040985566e-13	HLA-DOB/HLA-DQA1/HLA-DPA1/FCGR2B/HLA-DQB1/HLA-DRB1/HLA-DOA/HLA-DRB5/HLA-DPB1/HLA-DMB/HLA-DRA/HLA-DMA	12
B/Plasma | ref:B cell_C3	GO:0002396	MHC protein complex assembly	11/226	19/15651	0.578947368421053	40.0933861201677	20.638190669757	3.04616301223885e-16	1.15876040985566e-13	1.15876040985566e-13	HLA-DOB/HLA-DQA1/HLA-DPA1/HLA-DQB1/HLA-DRB1/HLA-DOA/HLA-DRB5/HLA-DPB1/HLA-DMB/HLA-DRA/HLA-DMA	11
B/Plasma | ref:B cell_C3	GO:0002501	peptide antigen assembly with MHC protein complex	11/226	19/15651	0.578947368421053	40.0933861201677	20.638190669757	3.04616301223885e-16	1.15876040985566e-13	1.15876040985566e-13	HLA-DOB/HLA-DQA1/HLA-DPA1/HLA-DQB1/HLA-DRB1/HLA-DOA/HLA-DRB5/HLA-DPB1/HLA-DMB/HLA-DRA/HLA-DMA	11
B/Plasma | ref:B cell_C3	GO:1903131	mononuclear cell differentiation	34/226	425/15651	0.08	5.54017699115044	11.4861144637151	3.55018676899762e-16	1.26608535649378e-13	1.26608535649378e-13	INPP5D/PAX5/LAPTM5/SMARCB1/CD69/IRF8/LYN/FCGR2B/HLA-DRB1/IGHM/SYK/CCR7/CR2/ZFP36L1/TMEM131L/BLNK/MS4A1/CD79B/PLCG2/LY9/RHOH/CD19/FOXP1/NPM1/CD74/CD79A/SYVN1/HHEX/HLA-DRA/SPIB/CCR6/TPD52/BTK/POU2AF1	34
B/Plasma | ref:B cell_C3	GO:0046651	lymphocyte proliferation	25/226	220/15651	0.113636363636364	7.86956958970233	12.4206017318059	1.24467184161695e-15	4.17770442839196e-13	4.17770442839196e-13	LAPTM5/CD180/LYN/HLA-DPA1/FCGR2B/RIPOR2/HLA-DRB1/CR2/CD55/TMEM131L/TNFRSF13C/MS4A1/TNFRSF13B/CD22/HLA-DPB1/MEF2C/CD19/CD24/CD74/HLA-DMB/CD79A/CD40/GAPT/BTK/BTLA	25
B/Plasma | ref:B cell_C3	GO:0002495	antigen processing and presentation of peptide antigen via MHC class II	12/226	28/15651	0.428571428571429	29.6795195954488	18.385162624238	1.52215118963732e-15	4.82521927115031e-13	4.82521927115031e-13	HLA-DOB/HLA-DQA1/HLA-DPA1/FCGR2B/HLA-DQB1/HLA-DRB1/HLA-DOA/HLA-DRB5/HLA-DPB1/HLA-DMB/HLA-DRA/HLA-DMA	12
B/Plasma | ref:B cell_C3	GO:0032943	mononuclear cell proliferation	25/226	223/15651	0.112107623318386	7.76370094051351	12.3134802304068	1.71541837555098e-15	5.15167223731258e-13	5.15167223731258e-13	LAPTM5/CD180/LYN/HLA-DPA1/FCGR2B/RIPOR2/HLA-DRB1/CR2/CD55/TMEM131L/TNFRSF13C/MS4A1/TNFRSF13B/CD22/HLA-DPB1/MEF2C/CD19/CD24/CD74/HLA-DMB/CD79A/CD40/GAPT/BTK/BTLA	25
B/Plasma | ref:B cell_C3	GO:0070661	leukocyte proliferation	26/226	251/15651	0.103585657370518	7.17353594471671	11.9346389626111	3.11833863517737e-15	8.89662012616104e-13	8.89662012616104e-13	LAPTM5/CD180/LYN/HLA-DPA1/FCGR2B/RIPOR2/HLA-DRB1/CR2/CD55/TMEM131L/TNFRSF13C/MS4A1/TNFRSF13B/CD22/HLA-DPB1/MEF2C/CD19/CD24/CD74/HLA-DMB/CD79A/CD40/HHEX/GAPT/BTK/BTLA	26
B/Plasma | ref:B cell_C3	GO:0002504	antigen processing and presentation of peptide or polysaccharide antigen via MHC class II	12/226	30/15651	0.4	27.7008849557522	17.718651687579	4.2190798977334e-15	1.14638428078413e-12	1.14638428078413e-12	HLA-DOB/HLA-DQA1/HLA-DPA1/FCGR2B/HLA-DQB1/HLA-DRB1/HLA-DOA/HLA-DRB5/HLA-DPB1/HLA-DMB/HLA-DRA/HLA-DMA	12
B/Plasma | ref:B cell_C3	GO:0042100	B cell proliferation	16/226	74/15651	0.216216216216216	14.9734513274336	14.583992778577	6.72209881566207e-15	1.74346799282581e-12	1.74346799282581e-12	CD180/LYN/FCGR2B/CR2/TNFRSF13C/MS4A1/TNFRSF13B/CD22/MEF2C/CD19/CD74/CD79A/CD40/GAPT/BTK/BTLA	16
B/Plasma | ref:B cell_C3	GO:0002696	positive regulation of leukocyte activation	28/226	312/15651	0.0897435897435897	6.21494213750851	11.262299476629	1.00433528634225e-14	2.49162484516038e-12	2.49162484516038e-12	HLA-DOB/INPP5D/IL4R/SMARCB1/HLA-DQA1/PTPN6/LYN/HLA-DPA1/IL16/HLA-DQB1/HLA-DRB1/SYK/STAP1/CCR7/HLA-DOA/CD55/TNFRSF13C/HLA-DRB5/HLA-DPB1/MEF2C/RHOH/CD24/CD74/HLA-DMB/HLA-DRA/HLA-DMA/BTK/HSPH1	28
B/Plasma | ref:B cell_C3	GO:0050867	positive regulation of cell activation	28/226	330/15651	0.0848484848484849	5.87594529364441	10.8360510444422	4.13865403743746e-14	9.83964997400756e-12	9.83964997400756e-12	HLA-DOB/INPP5D/IL4R/SMARCB1/HLA-DQA1/PTPN6/LYN/HLA-DPA1/IL16/HLA-DQB1/HLA-DRB1/SYK/STAP1/CCR7/HLA-DOA/CD55/TNFRSF13C/HLA-DRB5/HLA-DPB1/MEF2C/RHOH/CD24/CD74/HLA-DMB/HLA-DRA/HLA-DMA/BTK/HSPH1	28
B/Plasma | ref:B cell_C3	GO:0002478	antigen processing and presentation of exogenous peptide antigen	12/226	37/15651	0.324324324324324	22.4601769911504	15.8188853388981	8.26724400618107e-14	1.88691577197077e-11	1.88691577197077e-11	HLA-DOB/HLA-DQA1/HLA-DPA1/FCGR2B/HLA-DQB1/HLA-DRB1/HLA-DOA/HLA-DRB5/HLA-DPB1/HLA-DMB/HLA-DRA/HLA-DMA	12
B/Plasma | ref:B cell_C3	GO:0007159	leukocyte cell-cell adhesion	29/226	379/15651	0.0765171503957784	5.29898195063862	10.255009645351	1.9969874793967e-13	4.38261944516829e-11	4.38261944516829e-11	HLA-DOB/LAPTM5/SMARCB1/CD69/HLA-DQA1/PTPN6/LYN/HLA-DPA1/HLA-DQB1/RIPOR2/HLA-DRB1/SYK/CCR7/HLA-DOA/CD55/TMEM131L/TNFRSF13C/EZR/HLA-DRB5/HLA-DPB1/RHOH/SELL/CD24/HLA-DMB/ALOX5/HLA-DRA/HLA-DMA/BTLA/HSPH1	29
B/Plasma | ref:B cell_C3	GO:0051251	positive regulation of lymphocyte activation	25/226	280/15651	0.0892857142857143	6.18323324905183	10.5932082815862	3.32758359893764e-13	7.03229333908822e-11	7.03229333908822e-11	HLA-DOB/INPP5D/SMARCB1/HLA-DQA1/PTPN6/LYN/HLA-DPA1/HLA-DQB1/HLA-DRB1/SYK/CCR7/HLA-DOA/CD55/TNFRSF13C/HLA-DRB5/HLA-DPB1/MEF2C/RHOH/CD24/CD74/HLA-DMB/HLA-DRA/HLA-DMA/BTK/HSPH1	25
B/Plasma | ref:B cell_C3	GO:0042110	T cell activation	32/226	479/15651	0.0668058455114822	4.62645260221331	9.7572436382724	4.27519413678608e-13	8.71223490875049e-11	8.71223490875049e-11	HLA-DOB/LAPTM5/SMARCB1/CD69/HLA-DQA1/PTPN6/LYN/HLA-DPA1/FCGR2B/HLA-DQB1/RIPOR2/HLA-DRB1/CCR7/ZFP36L1/HLA-DOA/CD55/TMEM131L/TNFRSF13C/HLA-DRB5/HSH2D/HLA-DPB1/LY9/RHOH/CD24/FOXP1/CD74/HLA-DMB/HLA-DRA/HLA-DMA/CCR6/BTLA/HSPH1	32
B/Plasma | ref:B cell_C3	GO:0019884	antigen processing and presentation of exogenous antigen	12/226	43/15651	0.27906976744186	19.3261988063388	14.5657146393964	6.34290414044757e-13	1.24802106984117e-10	1.24802106984117e-10	HLA-DOB/HLA-DQA1/HLA-DPA1/FCGR2B/HLA-DQB1/HLA-DRB1/HLA-DOA/HLA-DRB5/HLA-DPB1/HLA-DMB/HLA-DRA/HLA-DMA	12
B/Plasma | ref:B cell_C3	GO:0019882	antigen processing and presentation	16/226	99/15651	0.161616161616162	11.1922767497989	12.3138677551598	8.21801237340158e-13	1.56306595342098e-10	1.56306595342098e-10	HLA-DOB/FCER2/HLA-DQA1/HLA-DPA1/FCGR2B/HLA-DQB1/HLA-DRB1/CCR7/HLA-DOA/HLA-DRB5/HLA-DPB1/CD74/HLA-DMB/HLA-DRA/HLA-DMA/WDFY4	16
B/Plasma | ref:B cell_C3	GO:1903037	regulation of leukocyte cell-cell adhesion	26/226	337/15651	0.0771513353115727	5.34290065912135	9.75549540071602	3.19784516171936e-12	5.88609822347441e-10	5.88609822347441e-10	HLA-DOB/LAPTM5/SMARCB1/CD69/HLA-DQA1/PTPN6/LYN/HLA-DPA1/HLA-DQB1/RIPOR2/HLA-DRB1/CCR7/HLA-DOA/CD55/TMEM131L/TNFRSF13C/HLA-DRB5/HLA-DPB1/RHOH/CD24/HLA-DMB/ALOX5/HLA-DRA/HLA-DMA/BTLA/HSPH1	26
B/Plasma | ref:B cell_C3	GO:0050855	regulation of B cell receptor signaling pathway	9/226	20/15651	0.45	31.1634955752212	16.3381203151418	3.4059445713563e-12	6.07322491379971e-10	6.07322491379971e-10	FCMR/PTPN6/LYN/FCGR2B/CD72/STAP1/CD22/CD19/FOXP1	9
B/Plasma | ref:B cell_C3	GO:0006959	humoral immune response	22/226	242/15651	0.0909090909090909	6.29565567176187	10.0493737540196	6.58972568877721e-12	1.13942347818675e-09	1.13942347818675e-09	FCMR/IGHD/JCHAIN/FCGR2B/HLA-DQB1/HLA-DRB1/IGHG2/IGHM/POU2F2/CCR7/CD83/CR2/CD55/BLNK/FAU/MS4A1/MEF2C/ALOX5/CCR6/RNASE6/POU2AF1/IGHA1	22
B/Plasma | ref:B cell_C3	GO:0050863	regulation of T cell activation	25/226	332/15651	0.0753012048192771	5.21477502932082	9.39565445521972	1.46019097168695e-11	2.45054402483698e-09	2.45054402483698e-09	HLA-DOB/LAPTM5/SMARCB1/CD69/HLA-DQA1/PTPN6/LYN/HLA-DPA1/HLA-DQB1/RIPOR2/HLA-DRB1/CCR7/HLA-DOA/CD55/TMEM131L/TNFRSF13C/HLA-DRB5/HLA-DPB1/RHOH/CD24/HLA-DMB/HLA-DRA/HLA-DMA/BTLA/HSPH1	25
B/Plasma | ref:B cell_C3	GO:0002443	leukocyte mediated immunity	27/226	401/15651	0.0673316708229426	4.66286716836228	8.99409018856322	2.82288663419408e-11	4.60211175277469e-09	4.60211175277469e-09	INPP5D/FCER2/FCMR/KMT2E/IGHD/LYN/FCGR2B/LAT2/HLA-DRB1/IGHG2/SYK/STAP1/CR2/CD55/STX7/IGKC/IGLC3/PLCG2/CD19/CD74/CD40/SCIMP/HLA-DRA/CCR6/BTK/BTLA/IGHA1	27
B/Plasma | ref:B cell_C3	GO:0050864	regulation of B cell activation	15/226	106/15651	0.141509433962264	9.79984137585574	11.0035093627326	3.15245426386473e-11	4.9966400082256e-09	4.9966400082256e-09	INPP5D/LAPTM5/BANK1/LYN/FCGR2B/SYK/ZFP36L1/TNFRSF13C/TNFRSF13B/CD22/MEF2C/CD19/CD74/BTK/BTLA	15
B/Plasma | ref:B cell_C3	GO:1903039	positive regulation of leukocyte cell-cell adhesion	21/226	241/15651	0.0871369294605809	6.03442514596262	9.5335773393605	4.53624748514457e-11	6.99562922979321e-09	6.99562922979321e-09	HLA-DOB/SMARCB1/HLA-DQA1/PTPN6/LYN/HLA-DPA1/HLA-DQB1/HLA-DRB1/CCR7/HLA-DOA/CD55/TNFRSF13C/HLA-DRB5/HLA-DPB1/RHOH/CD24/HLA-DMB/ALOX5/HLA-DRA/HLA-DMA/HSPH1	21
B/Plasma | ref:B cell_C3	GO:0050870	positive regulation of T cell activation	20/226	218/15651	0.091743119266055	6.35341398067711	9.63457810156691	5.29480380837036e-11	7.95056592909507e-09	7.95056592909507e-09	HLA-DOB/SMARCB1/HLA-DQA1/PTPN6/LYN/HLA-DPA1/HLA-DQB1/HLA-DRB1/CCR7/HLA-DOA/CD55/TNFRSF13C/HLA-DRB5/HLA-DPB1/RHOH/CD24/HLA-DMB/HLA-DRA/HLA-DMA/HSPH1	20
B/Plasma | ref:B cell_C3	GO:0022407	regulation of cell-cell adhesion	28/226	447/15651	0.0626398210290828	4.33794618993883	8.66668409355101	6.42911751924899e-11	9.40629347816275e-09	9.40629347816275e-09	HLA-DOB/LAPTM5/SMARCB1/SWAP70/CD69/HLA-DQA1/PTPN6/LYN/HLA-DPA1/HLA-DQB1/RIPOR2/HLA-DRB1/SYK/CCR7/HLA-DOA/CD55/TMEM131L/TNFRSF13C/HLA-DRB5/HLA-DPB1/RHOH/CD24/HLA-DMB/ALOX5/HLA-DRA/HLA-DMA/BTLA/HSPH1	28
B/Plasma | ref:B cell_C3	GO:0048002	antigen processing and presentation of peptide antigen	12/226	63/15651	0.19047619047619	13.1908975979772	11.7357152540836	8.55918092401568e-11	1.22096715881084e-08	1.22096715881084e-08	HLA-DOB/HLA-DQA1/HLA-DPA1/FCGR2B/HLA-DQB1/HLA-DRB1/HLA-DOA/HLA-DRB5/HLA-DPB1/HLA-DMB/HLA-DRA/HLA-DMA	12
B/Plasma | ref:B cell_C3	GO:0070663	regulation of leukocyte proliferation	19/226	214/15651	0.088785046728972	6.14856091307584	9.17931120723624	2.87719285096534e-10	4.00421034331908e-08	4.00421034331908e-08	LAPTM5/LYN/HLA-DPA1/FCGR2B/RIPOR2/HLA-DRB1/CD55/TMEM131L/TNFRSF13C/TNFRSF13B/CD22/HLA-DPB1/MEF2C/CD24/CD74/HLA-DMB/HHEX/BTK/BTLA	19
B/Plasma | ref:B cell_C3	GO:0050670	regulation of lymphocyte proliferation	18/226	191/15651	0.0942408376963351	6.52638650789974	9.30147875806759	3.25722185322419e-10	4.42516854630886e-08	4.42516854630886e-08	LAPTM5/LYN/HLA-DPA1/FCGR2B/RIPOR2/HLA-DRB1/CD55/TMEM131L/TNFRSF13C/TNFRSF13B/CD22/HLA-DPB1/MEF2C/CD24/CD74/HLA-DMB/BTK/BTLA	18
B/Plasma | ref:B cell_C3	GO:0050854	regulation of antigen receptor-mediated signaling pathway	12/226	71/15651	0.169014084507042	11.7045992770784	10.9424524007944	3.70992876077319e-10	4.92298918813299e-08	4.92298918813298e-08	LAPTM5/FCMR/PTPN6/LYN/FCGR2B/CD72/STAP1/CCR7/EZR/CD22/CD19/FOXP1	12
B/Plasma | ref:B cell_C3	GO:0032944	regulation of mononuclear cell proliferation	18/226	193/15651	0.0932642487046632	6.45875555963134	9.23622394484885	3.86420747679407e-10	5.01117451422431e-08	5.01117451422431e-08	LAPTM5/LYN/HLA-DPA1/FCGR2B/RIPOR2/HLA-DRB1/CD55/TMEM131L/TNFRSF13C/TNFRSF13B/CD22/HLA-DPB1/MEF2C/CD24/CD74/HLA-DMB/BTK/BTLA	18
B/Plasma | ref:B cell_C3	GO:0022409	positive regulation of cell-cell adhesion	21/226	287/15651	0.0731707317073171	5.0672350528815	8.41757268318655	1.14891662993558e-09	1.45682628675831e-07	1.45682628675831e-07	HLA-DOB/SMARCB1/HLA-DQA1/PTPN6/LYN/HLA-DPA1/HLA-DQB1/HLA-DRB1/CCR7/HLA-DOA/CD55/TNFRSF13C/HLA-DRB5/HLA-DPB1/RHOH/CD24/HLA-DMB/ALOX5/HLA-DRA/HLA-DMA/HSPH1	21
B/Plasma | ref:B cell_C3	GO:0002460	adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains	23/226	350/15651	0.0657142857142857	4.55085967130215	8.13216961454821	1.46012872777635e-09	1.81119446101997e-07	1.81119446101997e-07	FCER2/FCMR/CD69/IGHD/FCGR2B/HLA-DRB1/IGHG2/CR2/CD55/STX7/IGKC/BACH2/IGLC3/LY9/MEF2C/CD19/CD74/CD40/HLA-DRA/CCR6/BTK/BTLA/IGHA1	23
B/Plasma | ref:B cell_C3	GO:0002366	leukocyte activation involved in immune response	19/226	255/15651	0.0745098039215686	5.15996876626757	8.10690367920996	5.46658697885167e-09	6.63666921304843e-07	6.63666921304843e-07	CD69/CD180/PTPN6/IRF8/LYN/FCGR2B/LAT2/HLA-DRB1/SYK/PLCG2/LY9/CD19/CD74/HLA-DMB/HLA-DRA/GAPT/CCR6/BTK/POU2AF1	19
B/Plasma | ref:B cell_C3	GO:0002263	cell activation involved in immune response	19/226	260/15651	0.0730769230769231	5.0607385976855	7.99202976294528	7.51943800090848e-09	8.93873192357995e-07	8.93873192357995e-07	CD69/CD180/PTPN6/IRF8/LYN/FCGR2B/LAT2/HLA-DRB1/SYK/PLCG2/LY9/CD19/CD74/HLA-DMB/HLA-DRA/GAPT/CCR6/BTK/POU2AF1	19
B/Plasma | ref:B cell_C3	GO:0019724	B cell mediated immunity	15/226	160/15651	0.09375	6.49239491150442	8.45241524468134	1.09483365234211e-08	1.27492261638042e-06	1.27492261638042e-06	FCER2/FCMR/IGHD/FCGR2B/IGHG2/CR2/CD55/IGKC/IGLC3/CD19/CD74/CD40/CCR6/BTK/IGHA1	15
B/Plasma | ref:B cell_C3	GO:0002697	regulation of immune effector process	21/226	332/15651	0.0632530120481928	4.38041102462949	7.5356747828963	1.53248544540886e-08	1.74887239030059e-06	1.74887239030059e-06	INPP5D/LAPTM5/CD69/PTPN6/LYN/FCGR2B/HLA-DRB1/SYK/STAP1/CR2/CD55/STX7/PLCG2/CD22/CD74/HLA-DMB/NCF1/SCIMP/HLA-DRA/BTK/BTLA	21
B/Plasma | ref:B cell_C3	GO:0002683	negative regulation of immune system process	25/226	469/15651	0.0533049040511727	3.69148253674736	7.16328611911601	1.92085220837273e-08	2.14909464724996e-06	2.14909464724997e-06	HLA-DOB/INPP5D/LAPTM5/CD69/PTPN6/BANK1/LYN/FCGR2B/CD72/RIPOR2/HLA-DRB1/SYK/STAP1/CR2/HLA-DOA/CD55/TMEM131L/YWHAZ/EZR/TNFRSF13B/CD22/BTK/TSC22D3/BTLA/DUSP1	25
B/Plasma | ref:B cell_C3	GO:0002449	lymphocyte mediated immunity	20/226	315/15651	0.0634920634920635	4.39696586599242	7.37206598945466	3.2214046720566e-08	3.53487212668365e-06	3.53487212668365e-06	INPP5D/FCER2/FCMR/IGHD/FCGR2B/HLA-DRB1/IGHG2/CR2/CD55/STX7/IGKC/IGLC3/CD19/CD74/CD40/HLA-DRA/CCR6/BTK/BTLA/IGHA1	20
B/Plasma | ref:B cell_C3	GO:0001776	leukocyte homeostasis	10/226	74/15651	0.135135135135135	9.35840707964602	8.72361062657755	1.03512436001027e-07	1.11441879211672e-05	1.11441879211672e-05	AIM2/LYN/PDE4B/TNFRSF13B/MEF2C/CD74/GAPT/BTK/TSC22D3/LTB	10
B/Plasma | ref:B cell_C3	GO:0030888	regulation of B cell proliferation	9/226	57/15651	0.157894736842105	10.9345598509548	9.0950710812962	1.14722161376913e-07	1.21223083854938e-05	1.21223083854938e-05	LYN/FCGR2B/TNFRSF13C/TNFRSF13B/CD22/MEF2C/CD74/BTK/BTLA	9
B/Plasma | ref:B cell_C3	GO:0050859	negative regulation of B cell receptor signaling pathway	5/226	10/15651	0.5	34.6261061946903	12.8748781156277	1.42714316490501e-07	1.48059616344509e-05	1.48059616344509e-05	PTPN6/LYN/FCGR2B/CD72/CD22	5
B/Plasma | ref:B cell_C3	GO:0045785	positive regulation of cell adhesion	22/226	423/15651	0.0520094562647754	3.60176991150442	6.56623528732052	2.20245171060572e-07	2.2441409751279e-05	2.2441409751279e-05	HLA-DOB/SMARCB1/HLA-DQA1/PTPN6/LYN/HLA-DPA1/HLA-DQB1/HLA-DRB1/SYK/CCR7/HLA-DOA/CD55/TNFRSF13C/HLA-DRB5/HLA-DPB1/RHOH/CD24/HLA-DMB/ALOX5/HLA-DRA/HLA-DMA/HSPH1	22
B/Plasma | ref:B cell_C3	GO:0016064	immunoglobulin mediated immune response	13/226	155/15651	0.0838709677419355	5.8082500713674	7.2818528089106	3.93413476819877e-07	3.93827596269161e-05	3.93827596269161e-05	FCMR/IGHD/FCGR2B/IGHG2/CR2/CD55/IGKC/IGLC3/CD19/CD74/CCR6/BTK/IGHA1	13
B/Plasma | ref:B cell_C3	GO:0002274	myeloid leukocyte activation	15/226	211/15651	0.0710900473933649	4.92314306085644	6.94465265969344	4.28992475141681e-07	4.22039838475592e-05	4.22039838475592e-05	IL4R/FCER2/KMT2E/PTPN6/LYN/FCGR2B/IL16/LAT2/SYK/STAP1/PLCG2/RHOH/FOXP1/CD74/BTK	15
